state,agency,support_type,signed,published_from,signed_fixed,note
Florida,Jacksonville Sheriff's Office,Jail Enforcement Model,2020-06-09,2026-04-21,2026-04-05,"ICE renewed the jail agreement without re-dating its row: through the 2026-04-17 list the row links 287gJEM_JacksonvilleCoFl2020-06-09.pdf, and from the 2026-04-21 list JacksonvilleCoFL_JEM_MOA_04052026.pdf, a new JEM MOA on ICE's 06/04/2025 template signed by Sheriff T.K. Waters and, for ICE, on 04/05/2026 (reviewed 2026-09-13)"
