"state","agency","agency_short","fiscal_year","fy_start","fy_end","identified","removed","attests_active","source_footnote","latitude","longitude","address","agency_raw","source"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2012,2011-10-01,2012-09-30,0,0,FALSE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2013,2012-10-01,2013-09-30,0,0,FALSE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2006,2005-10-01,2006-09-30,12,1,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2007,2006-10-01,2007-09-30,18,10,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2008,2007-10-01,2008-09-30,821,707,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2009,2008-10-01,2009-09-30,1273,1063,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2010,2009-10-01,2010-09-30,735,406,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2011,2010-10-01,2011-09-30,795,464,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2012,2011-10-01,2012-09-30,679,298,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Collier County Sheriff Office","Collier County Sheriff",2013,2012-10-01,2013-09-30,526,235,TRUE,TRUE,26.125879,-81.764981,"3319 Tamiami Trail E, Naples, FL 34112","Collier County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2007,2006-10-01,2007-09-30,3,2,TRUE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2008,2007-10-01,2008-09-30,10,7,TRUE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2009,2008-10-01,2009-09-30,15,8,TRUE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2010,2009-10-01,2010-09-30,8,4,TRUE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2011,2010-10-01,2011-09-30,6,3,TRUE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2012,2011-10-01,2012-09-30,30,10,TRUE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","FL Department of Law Enforcement","Fla. Dept. of Law Enforcement",2013,2012-10-01,2013-09-30,2,4,TRUE,FALSE,30.460764,-84.240788,"2331 Phillips Road Tallahassee, FL 32308","FL Department of Law Enforcement","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2008,2007-10-01,2008-09-30,,,FALSE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2009,2008-10-01,2009-09-30,524,381,TRUE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2010,2009-10-01,2010-09-30,395,220,TRUE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2011,2010-10-01,2011-09-30,319,148,TRUE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2012,2011-10-01,2012-09-30,273,134,TRUE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Jacksonville Sheriff Office","Jacksonville Sheriff",2013,2012-10-01,2013-09-30,223,147,TRUE,FALSE,30.325259,-81.651582,"501 E. Bay Street, Jacksonville, FL 32202","Jacksonville Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2008,2007-10-01,2008-09-30,,,FALSE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2009,2008-10-01,2009-09-30,146,107,TRUE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2010,2009-10-01,2010-09-30,,,FALSE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2011,2010-10-01,2011-09-30,0,0,FALSE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2012,2011-10-01,2012-09-30,0,0,FALSE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Manatee County Sheriff Office","Manatee County Sheriff",2013,2012-10-01,2013-09-30,0,1,TRUE,FALSE,27.469755,-82.566755,"600 Highway 301 Boulevard West Bradenton, FL 34205","Manatee County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2007,2006-10-01,2007-09-30,128,93,TRUE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2008,2007-10-01,2008-09-30,3747,2794,TRUE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2009,2008-10-01,2009-09-30,2612,1513,TRUE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2010,2009-10-01,2010-09-30,2011,964,TRUE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2011,2010-10-01,2011-09-30,1283,693,TRUE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2012,2011-10-01,2012-09-30,1009,345,TRUE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Cobb County Sheriff Office","Cobb County Sheriff",2013,2012-10-01,2013-09-30,701,424,TRUE,FALSE,33.831919,-84.656886,"5000 Austell Powder Springs Rd SW, Austell, GA 30106","Cobb County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2008,2007-10-01,2008-09-30,13,4,TRUE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2009,2008-10-01,2009-09-30,14,5,TRUE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2010,2009-10-01,2010-09-30,9,1,TRUE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2011,2010-10-01,2011-09-30,3,1,TRUE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2012,2011-10-01,2012-09-30,0,0,FALSE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","GA Department of Public Safety","Ga. Dept. of Public Safety",2013,2012-10-01,2013-09-30,0,0,FALSE,FALSE,33.725966,-84.355792,"959 E. Confederate Ave. SE Atlanta, GA 30316","GA Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2008,2007-10-01,2008-09-30,,,FALSE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2009,2008-10-01,2009-09-30,,,FALSE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2010,2009-10-01,2010-09-30,2545,1320,TRUE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2011,2010-10-01,2011-09-30,2965,1979,TRUE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2012,2011-10-01,2012-09-30,3292,1292,TRUE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Gwinnett County Sheriff Office","Gwinnett County Sheriff",2013,2012-10-01,2013-09-30,1868,1044,TRUE,FALSE,33.982939,-83.977922,"2900 University Pkwy. NE, Lawrenceville, GA 30043","Gwinnett County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2008,2007-10-01,2008-09-30,874,694,TRUE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2009,2008-10-01,2009-09-30,1078,859,TRUE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2010,2009-10-01,2010-09-30,755,437,TRUE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2011,2010-10-01,2011-09-30,598,348,TRUE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2012,2011-10-01,2012-09-30,663,169,TRUE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Hall County Sheriff Office","Hall County Sheriff",2013,2012-10-01,2013-09-30,424,199,TRUE,TRUE,34.279348,-83.875893,"2859 Browns Bridge Road, Gainesville, GA 30504","Hall County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2008,2007-10-01,2008-09-30,100,77,TRUE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2009,2008-10-01,2009-09-30,379,291,TRUE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2010,2009-10-01,2010-09-30,581,311,TRUE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2011,2010-10-01,2011-09-30,534,324,TRUE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2012,2011-10-01,2012-09-30,483,150,TRUE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"GEORGIA","Whitfield County Sheriff Office","Whitfield County Sheriff",2013,2012-10-01,2013-09-30,316,143,TRUE,FALSE,34.79378,-84.979963,"805 Professional Blvd, Dalton, GA 30720","Whitfield County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2008,2007-10-01,2008-09-30,194,118,TRUE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2009,2008-10-01,2009-09-30,304,180,TRUE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2010,2009-10-01,2010-09-30,240,70,TRUE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2011,2010-10-01,2011-09-30,183,93,TRUE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2012,2011-10-01,2012-09-30,138,43,TRUE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MARYLAND","Frederick County Sheriff Office","Frederick County Sheriff",2013,2012-10-01,2013-09-30,65,54,TRUE,TRUE,39.407135,-77.375224,"110 Airport Drive East Frederick, MD 21701","Frederick County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2008,2007-10-01,2008-09-30,77,22,TRUE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2009,2008-10-01,2009-09-30,77,14,TRUE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2010,2009-10-01,2010-09-30,42,2,TRUE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2011,2010-10-01,2011-09-30,45,7,TRUE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2012,2011-10-01,2012-09-30,18,0,TRUE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MASSACHUSETTS","MA Department of Corrections","Mass. Dept. of Corrections",2013,2012-10-01,2013-09-30,6,18,TRUE,FALSE,42.129408,-71.484035,"50 Maple Street, Suite 3 Milford, MA 01757","MA Department of Corrections","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MINNESOTA","MN Department of Public Safety","Minn. Dept. of Public Safety",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,44.948483,-93.094304,"445 Minnesota Street Saint Paul MN 55101-5155","MN Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MINNESOTA","MN Department of Public Safety","Minn. Dept. of Public Safety",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,44.948483,-93.094304,"445 Minnesota Street Saint Paul MN 55101-5155","MN Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MINNESOTA","MN Department of Public Safety","Minn. Dept. of Public Safety",2008,2007-10-01,2008-09-30,,,FALSE,FALSE,44.948483,-93.094304,"445 Minnesota Street Saint Paul MN 55101-5155","MN Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MINNESOTA","MN Department of Public Safety","Minn. Dept. of Public Safety",2009,2008-10-01,2009-09-30,6,1,TRUE,FALSE,44.948483,-93.094304,"445 Minnesota Street Saint Paul MN 55101-5155","MN Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MINNESOTA","MN Department of Public Safety","Minn. Dept. of Public Safety",2010,2009-10-01,2010-09-30,18,11,TRUE,FALSE,44.948483,-93.094304,"445 Minnesota Street Saint Paul MN 55101-5155","MN Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"MINNESOTA","MN Department of Public Safety","Minn. Dept. of Public Safety",2011,2010-10-01,2011-09-30,5,5,TRUE,FALSE,44.948483,-93.094304,"445 Minnesota Street Saint Paul MN 55101-5155","MN Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
