"state","agency","agency_short","fiscal_year","fy_start","fy_end","identified","removed","attests_active","source_footnote","latitude","longitude","address","agency_raw","source"
"ARKANSAS","Benton County Sheriff Office","Benton County Sheriff",2011,2010-10-01,2011-09-30,306,133,TRUE,TRUE,36.357786,-94.226052,"1300 SW 14th St, Bentonville, AR 72712","Benton County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Benton County Sheriff Office","Benton County Sheriff",2012,2011-10-01,2012-09-30,176,53,TRUE,TRUE,36.357786,-94.226052,"1300 SW 14th St, Bentonville, AR 72712","Benton County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Benton County Sheriff Office","Benton County Sheriff",2013,2012-10-01,2013-09-30,20,38,TRUE,TRUE,36.357786,-94.226052,"1300 SW 14th St, Bentonville, AR 72712","Benton County Sheriff Office*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2008,2007-10-01,2008-09-30,148,96,TRUE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2009,2008-10-01,2009-09-30,142,93,TRUE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2010,2009-10-01,2010-09-30,43,13,TRUE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2011,2010-10-01,2011-09-30,21,5,TRUE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2012,2011-10-01,2012-09-30,11,2,TRUE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","City of Springdale Police Department","City of Springdale Police Dept.",2013,2012-10-01,2013-09-30,0,0,FALSE,FALSE,36.186879,-94.129231,"201 Spring St, Springdale, AR 72764","City of Springdale Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2007,2006-10-01,2007-09-30,2,1,TRUE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2008,2007-10-01,2008-09-30,123,83,TRUE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2009,2008-10-01,2009-09-30,101,68,TRUE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2010,2009-10-01,2010-09-30,79,37,TRUE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2011,2010-10-01,2011-09-30,17,11,TRUE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2012,2011-10-01,2012-09-30,4,1,TRUE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Rogers Police Department","Rogers Police Dept.",2013,2012-10-01,2013-09-30,1,0,TRUE,FALSE,36.334962,-94.119389,"301 W. Chestnut - Rogers, AR 72756","Rogers Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2006,2005-10-01,2006-09-30,,,FALSE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2007,2006-10-01,2007-09-30,3,3,TRUE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2008,2007-10-01,2008-09-30,218,168,TRUE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2009,2008-10-01,2009-09-30,173,110,TRUE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2010,2009-10-01,2010-09-30,173,82,TRUE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2011,2010-10-01,2011-09-30,105,60,TRUE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2012,2011-10-01,2012-09-30,60,28,TRUE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"ARKANSAS","Washington County Sheriff Office AR","Washington County Sheriff_1",2013,2012-10-01,2013-09-30,14,7,TRUE,TRUE,36.0342,-94.176082,"1155 W. Clydesdale Dr. Fayetteville, AR 72701","Washington County Sheriff Office AR*","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2006,2005-10-01,2006-09-30,3646,2598,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2007,2006-10-01,2007-09-30,4543,3330,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2008,2007-10-01,2008-09-30,3850,3002,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2009,2008-10-01,2009-09-30,4761,3515,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2010,2009-10-01,2010-09-30,3332,2170,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2011,2010-10-01,2011-09-30,2027,1320,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2012,2011-10-01,2012-09-30,1403,687,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Los Angeles County Sheriff Office","Los Angeles County Sheriff",2013,2012-10-01,2013-09-30,1046,584,TRUE,FALSE,34.055782,-118.242761,"211 West Temple Street Los Angeles, CA 90012","Los Angeles County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2007,2006-10-01,2007-09-30,3535,2693,TRUE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2008,2007-10-01,2008-09-30,4145,3127,TRUE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2009,2008-10-01,2009-09-30,3244,2403,TRUE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2010,2009-10-01,2010-09-30,2319,1423,TRUE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2011,2010-10-01,2011-09-30,2300,1458,TRUE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2012,2011-10-01,2012-09-30,1866,884,TRUE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Orange County Sheriff Office","Orange County Sheriff",2013,2012-10-01,2013-09-30,1,901,TRUE,FALSE,33.749412,-117.877855,"550 N Flower St, Santa Ana, CA 92703","Orange County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2006,2005-10-01,2006-09-30,290,179,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2007,2006-10-01,2007-09-30,1731,1164,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2008,2007-10-01,2008-09-30,1108,799,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2009,2008-10-01,2009-09-30,1230,847,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2010,2009-10-01,2010-09-30,1048,599,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2011,2010-10-01,2011-09-30,936,556,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2012,2011-10-01,2012-09-30,730,371,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","Riverside County Sheriff Office","Riverside County Sheriff",2013,2012-10-01,2013-09-30,484,282,TRUE,FALSE,33.978281,-117.37443,"4095 Lemon Street, Riverside, CA 92501","Riverside County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2006,2005-10-01,2006-09-30,1276,820,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2007,2006-10-01,2007-09-30,2312,1611,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2008,2007-10-01,2008-09-30,2460,1751,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2009,2008-10-01,2009-09-30,3406,2414,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2010,2009-10-01,2010-09-30,4088,2593,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2011,2010-10-01,2011-09-30,3311,2068,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2012,2011-10-01,2012-09-30,2665,1347,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CALIFORNIA","San Bernardino County Sheriff Office","San Bernardino County Sheriff",2013,2012-10-01,2013-09-30,1397,875,TRUE,FALSE,34.103704,-117.272865,"655 East Third Street San Bernardino, California 92415-0061","San Bernardino County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2007,2006-10-01,2007-09-30,204,144,TRUE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2008,2007-10-01,2008-09-30,781,675,TRUE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2009,2008-10-01,2009-09-30,647,556,TRUE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2010,2009-10-01,2010-09-30,401,321,TRUE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2011,2010-10-01,2011-09-30,450,348,TRUE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2012,2011-10-01,2012-09-30,363,233,TRUE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","CO Department of Public Safety","Colo. Dept. of Public Safety",2013,2012-10-01,2013-09-30,24,53,TRUE,FALSE,39.727183,-105.109644,"700 Kipling Street #1000, Denver, CO _80215 USA","CO Department of Public Safety","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2008,2007-10-01,2008-09-30,176,112,TRUE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2009,2008-10-01,2009-09-30,301,183,TRUE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2010,2009-10-01,2010-09-30,252,96,TRUE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2011,2010-10-01,2011-09-30,242,132,TRUE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2012,2011-10-01,2012-09-30,156,69,TRUE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"COLORADO","El Paso County Sheriff Office","El Paso County Sheriff",2013,2012-10-01,2013-09-30,143,103,TRUE,FALSE,38.829326,-104.824294,"27 East Vermijo Avenue Colorado Springs, CO 80903","El Paso County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2008,2007-10-01,2008-09-30,,,FALSE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2009,2008-10-01,2009-09-30,,,FALSE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2010,2009-10-01,2010-09-30,,,FALSE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2011,2010-10-01,2011-09-30,14,8,TRUE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2012,2011-10-01,2012-09-30,4,2,TRUE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"CONNECTICUT","City of Danbury Police Department","City of Danbury Police Dept.",2013,2012-10-01,2013-09-30,0,1,TRUE,FALSE,41.400592,-73.457386,"375 Main St, Danbury, CT 06810","City of Danbury Police Department","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2008,2007-10-01,2008-09-30,7,3,TRUE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2009,2008-10-01,2009-09-30,136,106,TRUE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2010,2009-10-01,2010-09-30,85,47,TRUE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2011,2010-10-01,2011-09-30,55,35,TRUE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2012,2011-10-01,2012-09-30,37,11,TRUE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Bay County Sheriff Office","Bay County Sheriff",2013,2012-10-01,2013-09-30,0,0,FALSE,FALSE,30.210492,-85.652071,"3421 FL-77, Panama City, FL 32405","Bay County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2006,2005-10-01,2006-09-30,,,FALSE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2007,2006-10-01,2007-09-30,,,FALSE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2008,2007-10-01,2008-09-30,,,FALSE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2009,2008-10-01,2009-09-30,95,66,TRUE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2010,2009-10-01,2010-09-30,,,FALSE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
"FLORIDA","Brevard County Sheriff Office","Brevard County Sheriff",2011,2010-10-01,2011-09-30,0,0,FALSE,FALSE,28.607204,-80.820331,"700 S Park Ave, Titusville, FL 32780","Brevard County Sheriff Office","ICE 287(g) identification/removal statistics FY2006-2013 (FOIA)"
