state,county,agency,facility_name,source,facility_source_type,facility_operator_name,facility_source_state_fips,facility_source_county_fips,facility_status,doc_match_tier,doc_research_reason,facility_address,facility_city,facility_county,facility_latitude,facility_longitude
Tennessee,NA,Tennessee Department of Corrections,GIBSON COUNTY CORRECTIONAL COMPLEX,hifld,SHERIFF'S OFFICE,NA,47,47053,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,401 NORTH COLLEGE STREET,TRENTON,Gibson,35.983537589,-88.94218727
Tennessee,NA,Tennessee Department of Corrections,HAMBLEN COUNTY JUVENILE TEMPORARY HOLDING FACILITY,hifld,LOCAL POLICE DEPARTMENT,NA,47,47063,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,510 ALLISON STREET,MORRISTOWN,Hamblen,36.215238959,-83.298649498
Tennessee,NA,Tennessee Department of Corrections,HENRY COUNTY SHERIFFS OFFICE / HENRY COUNTY CORRECTIONAL FACILITY,hifld,SHERIFF'S OFFICE,NA,47,47079,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,210 FORREST HEIGHTS ROAD,PARIS,Henry,36.3052149,-88.3449706
Tennessee,NA,Tennessee Department of Corrections,HICKMAN COUNTY LAW ENFORCEMENT CENTER,hifld,LOCAL POLICE DEPARTMENT,NA,47,47081,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,108 COLLEGE AVENUE,CENTERVILLE,Hickman,35.7806545,-87.4642331
Tennessee,NA,Tennessee Department of Corrections,KNOX COUNTY SHERIFF DETENTION FACILITY,hifld,SHERIFF'S OFFICE,NA,47,47093,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,5001 MALONEYVILLE ROAD,KNOXVILLE,Knox,36.0852936,-83.8413913
Tennessee,NA,Tennessee Department of Corrections,LOUDON COUNTY SHERIFFS DEPARTMENT / LOUDON COUNTY JUSTICE CENTER,hifld,SHERIFF'S OFFICE,NA,47,47105,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,12680 UNITED STATES HIGHWAY 11 WEST,LENOIR CITY,Loudon,35.7715967,-84.3117413
Tennessee,NA,Tennessee Department of Corrections,METRO-DAVIDSON COUNTY DETENTION FACILITY,hifld,LOCAL POLICE DEPARTMENT,NA,47,47037,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,5115 HARDING PLACE,NASHVILLE,Davidson,36.0873233,-86.6828454
Tennessee,NA,Tennessee Department of Corrections,ROBERTSON COUNTY SHERIFFS OFFICE / ROBERTSON COUNTY DETENTION CENTER,hifld,SHERIFF'S OFFICE,NA,47,47147,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,507 SOUTH BROWN STREET,SPRINGFIELD,Robertson,36.507472,-86.8807733
Tennessee,NA,Tennessee Department of Corrections,RUTHERFORD COUNTY ADULT DETENTION CENTER / RUTHERFORD COUNTY SHERIFFS OFFICE,hifld,SHERIFF'S OFFICE,NA,47,47149,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,940 NEW SALEM HIGHWAY,MURFREESBORO,Rutherford,35.8361583,-86.4122081
Tennessee,NA,Tennessee Department of Corrections,SCOTT COUNTY JUVENILE DETENTION CENTER,hifld,LOCAL POLICE DEPARTMENT,NA,47,47151,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,195 FIRE HALL DRIVE,HUNTSVILLE,Scott,36.4112354,-84.4889431
Tennessee,NA,Tennessee Department of Corrections,SUMNER COUNTY SHERIFFS DEPARTMENT / SUMNER COUNTY JAIL / SUMNER COUNTY JUVENILE DETENTION CENTER,hifld,SHERIFF'S OFFICE,NA,47,47165,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,117 WEST SMITH STREET,GALLATIN,Sumner,36.3865991,-86.4467342
Tennessee,NA,Tennessee Department of Corrections,TENNESSEE PRISON FOR WOMEN,hifld,LOCAL POLICE DEPARTMENT,NA,47,47037,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,3881 STEWARTS LANE,NASHVILLE,Davidson,36.192534199,-86.860365031
Tennessee,NA,Tennessee Department of Corrections,WEST TENNESSEE DETENTION FACILITY,hifld_prisons,MULTI,NA,47,47167,OPEN,doc_needs_research,hifld_prisons type is MULTI or NOT AVAILABLE,6299 FINDE NAIFEH JR DR,MASON,Tipton,35.40723298838617,-89.54905513798602
Tennessee,NA,Tennessee Department of Corrections,WHITE COUNTY JUSTICE CENTER,hifld,SHERIFF'S OFFICE,NA,47,47185,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,111 DEPOT STREET,SPARTA,White,35.9275761,-85.475007401
Utah,NA,Utah Department of Corrections,CROSS CREEK ACADEMY,hifld_prisons,NOT AVAILABLE,NA,49,49053,CLOSED,doc_needs_research,hifld_prisons type is MULTI or NOT AVAILABLE,180 N STATE ST,LA VERKIN,Washington,37.2046608131471,-113.27139137131627
West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,J M CHICK BUCKBEE JUVENILE CENTER,hifld,LOCAL POLICE DEPARTMENT,NA,54,54027,OPEN,doc_needs_research,prison-like or ambiguous name from law-enforcement source,1 JERRY LANE,AUGUSTA,Hampshire,39.303206429,-78.644499454
