state,county,agency,facility_name,source,facility_source_type,facility_operator_name,facility_source_state_fips,facility_source_county_fips,facility_status,doc_match_tier,doc_research_reason,facility_address,facility_city,facility_county,facility_latitude,facility_longitude
Alaska,NA,Alaska Department of Corrections,Barrow City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1068 Kiogak Street,Barrow,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,Bristol Bay Borough Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,"Building 150, King Salmon AFB",King Salmon,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,BRISTOL BAY BOROUGH POLICE DEPARTMENT / KING SALMON JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,02,02060,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,"SHOOTING RANGE ROAD, BUILDING 150",KING SALMON,Bristol Bay,58.690334331,-156.657896202
Alaska,NA,Alaska Department of Corrections,Cordova City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,602 Railroad Avenue,Cordova,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,Craig City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,506 Second Street,Craig,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,CRAIG JAIL FACILITY,hifld_prisons,LOCAL,NA,02,02198,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,506 SECOND ST,CRAIG,Prince Of Wales-Hyder,55.475718201188215,-133.15209198615634
Alaska,NA,Alaska Department of Corrections,DILLINGHAM CORRECTIONS FACILITY,hifld_prisons,LOCAL,NA,02,02070,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,404 D STREET,DILLINGHAM,Dillingham,59.0409066137116,-158.46640015390793
Alaska,NA,Alaska Department of Corrections,Haines Rual Jail Facility,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3rd & Haines Highway,Haines,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,HOMER COMMUNITY JAIL,hifld_prisons,LOCAL,NA,02,02122,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,625 GRUBSTAKE AVE,HOMER,Kenai Peninsula,59.64423244261774,-151.52904713112244
Alaska,NA,Alaska Department of Corrections,Homer City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,4060 Heath Street,Homer,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,KING SALMON JAIL,hifld_prisons,LOCAL,NA,02,02060,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,628 DISPATCH ROAD,KING SALMON,Bristol Bay,58.689590630780145,-156.66047939559434
Alaska,NA,Alaska Department of Corrections,KODIAK JAIL,hifld_prisons,LOCAL,NA,02,02150,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,2160 MILL BAY RD,KODIAK,Kodiak Island,57.8045160386508,-152.37295884612553
Alaska,NA,Alaska Department of Corrections,KOTZEBUE POLICE DEPARTMENT / KOTZEBUE JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,02,02188,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,258 3RD AVENUE,KOTZEBUE,Northwest Arctic,66.896508341,-162.592350617
Alaska,NA,Alaska Department of Corrections,KOTZEBUE REGIONAL JAIL,hifld_prisons,LOCAL,NA,02,02188,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,258 D FOURTH AVE,KOTZEBUE,Northwest Arctic,66.89649852215676,-162.59241431689185
Alaska,NA,Alaska Department of Corrections,NORTH SLOPE BOROUGH CORRECTIONAL CENTER,hifld_prisons,COUNTY,NA,02,02185,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1068 KIOGAK STREET,UTQIAGVIK,North Slope,71.29173735944882,-156.78822568754748
Alaska,NA,Alaska Department of Corrections,Petersburg Community Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,14 S Nordic Drive,Petersburg,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,SAND POINT JAIL,hifld_prisons,LOCAL,NA,02,02013,NOT AVAILABLE,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,100 SAND POINT AVE,SAND POINT,Aleutians East,55.340844336800735,-160.49812713306545
Alaska,NA,Alaska Department of Corrections,SAND POINT POLICE DEPARTMENT / SAND POINT JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,02,02013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,100 SAND POINT AVENUE,SAND POINT,Aleutians East,55.3410927,-160.4955525
Alaska,NA,Alaska Department of Corrections,SCAMMON BAY POLICE DEPARTMENT / SCAMMON BAY CITY JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,02,02158,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,FRONT STREET,SCAMMON BAY,Kusilvak,61.843057914,-165.584267529
Alaska,NA,Alaska Department of Corrections,SEWARD COMMUNITY JAIL,hifld_prisons,LOCAL,NA,02,02122,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,410 ADAMS STREET,SEWARD,Kenai Peninsula,60.10313386310988,-149.43927614132866
Alaska,NA,Alaska Department of Corrections,SEWARD POLICE DEPARTMENT / SEWARD COMMUNITY JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,02,02122,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,410 ADAMS STREET,SEWARD,Kenai Peninsula,60.1031743,-149.4391231
Alaska,NA,Alaska Department of Corrections,SITKA COMMUNITY JAIL,hifld_prisons,LOCAL,NA,02,02220,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,304 LAKE ST #102,SITKA,Sitka,57.05262150078749,-135.3336555375485
Alaska,NA,Alaska Department of Corrections,Sitka City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,"304 Lake Street, Room 102",Sitka,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,UNALASKA CITY JAIL,hifld_prisons,LOCAL,NA,02,02016,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,29 SAFETY WAY,UNALASKA,Aleutians West,53.8712888481845,-166.54196133202672
Alaska,NA,Alaska Department of Corrections,Valdez City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,212 Chenega Avenue,Valdez,NA,NA,NA
Alaska,NA,Alaska Department of Corrections,WRANGELL CORRECTIONAL CENTER,hifld_prisons,LOCAL,NA,02,02275,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,431 ZIMOVIA HIGHWAY,WRANGELL,Wrangell,56.469394901779246,-132.3777338365273
Alaska,NA,Alaska Department of Corrections,Wrangell City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,431 Zimovia Highway,Wrangell,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,APACHE COUNTY JAIL,hifld_prisons,COUNTY,NA,04,04001,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,370 S WASHINGTON ST,ST. JOHNS,Apache,34.501874486107795,-109.36524351902932
Arizona,NA,Arizona Department of Corrections,APACHE COUNTY SHERIFFS OFFICE / APACHE COUNTY JAIL,hifld,SHERIFF'S OFFICE,NA,04,04001,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,370 SOUTH WASHINGTON STREET,SAINT JOHNS,Apache,34.501734,-109.3652427
Arizona,NA,Arizona Department of Corrections,AVONDALE CITY DETENTION FACILITY,hifld_prisons,LOCAL,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,519 E WESTERN AVE,AVONDALE,Maricopa,33.43504646491986,-112.34406876295975
Arizona,NA,Arizona Department of Corrections,Avondale City Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,519 East Western Avenue,Avondale,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,AVONDALE POLICE DEPARTMENT - OLD TOWN SUB STATION / AVONDALE CITY JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,519 EAST WESTERN AVENUE,AVONDALE,Maricopa,33.4350578,-112.3440615
Arizona,NA,Arizona Department of Corrections,BUREAU OF INDIAN AFFAIRS - HOPI AGENCY,hifld_prisons,FEDERAL,NA,04,04017,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,"STATE ROUTE 264, MILEPOST 396",KEAMS CANYON,Navajo,35.81288938763232,-110.19776688468764
Arizona,NA,Arizona Department of Corrections,CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX - FLORENCE CORRECTIONAL CENTER,hifld_prisons,FEDERAL,NA,04,04021,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1100 BOWLING RD,FLORENCE,Pinal,33.044270647861424,-111.37182769628711
Arizona,NA,Arizona Department of Corrections,CHINLE ADULT AND JUVENILE FACILITY,hifld_prisons,FEDERAL,NA,04,04001,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,BLDG. 1330 NAVAJO RT 7,CHINLE,Apache,36.150893869426795,-109.5583892741817
Arizona,NA,Arizona Department of Corrections,COCHISE COUNTY JAIL - MAIN,hifld_prisons,COUNTY,NA,04,04003,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,203 N JUDD DR,BISBEE,Cochise,31.433347542776218,-109.87092435669081
Arizona,NA,Arizona Department of Corrections,COCHISE COUNTY JAIL - SIERRA VISTA,hifld_prisons,COUNTY,NA,04,04003,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,100 COLONIA DE SALUD,SIERRA VISTA,Cochise,31.55300322580792,-110.23332923702739
Arizona,NA,Arizona Department of Corrections,COCHISE COUNTY JAIL - WILLCOX,hifld_prisons,COUNTY,NA,04,04003,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,450 S CURTISS AVE,WILLCOX,Cochise,32.24910025633082,-109.83561185305396
Arizona,NA,Arizona Department of Corrections,COCHISE COUNTY JUVENILE DETENTION CENTER,hifld_prisons,COUNTY,NA,04,04003,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,100 COLONIA DE SALUD,SIERRA VISTA,Cochise,31.553891710124695,-110.23318363073737
Arizona,NA,Arizona Department of Corrections,COCHISE COUNTY SHERIFFS OFFICE,hifld,SHERIFF'S OFFICE,NA,04,04003,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,205 NORTH JUDD DRIVE,BISBEE,Cochise,31.4328624,-109.871846
Arizona,NA,Arizona Department of Corrections,Coconino County Detention Facility,facilities,NA,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,951 E. Sawmill Rd,Flagstaff,Coconino,35.18722484,-111.6411599
Arizona,NA,Arizona Department of Corrections,COCONINO COUNTY DETENTION - FLAGSTAFF FACILITY,hifld_prisons,COUNTY,NA,04,04005,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,951 E SAWMILL RD,FLAGSTAFF,Coconino,35.18743710685158,-111.64092059076665
Arizona,NA,Arizona Department of Corrections,COCONINO COUNTY DETENTION - PAGE FACILITY,hifld_prisons,COUNTY,NA,04,04005,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,713 TUNNEL RD,PAGE,Coconino,36.909127870608906,-111.48391183783842
Arizona,NA,Arizona Department of Corrections,Coconino County Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,951 East Sawmill Road,Flagstaff,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,COCONINO COUNTY JUVENILE DETENTION CENTER,hifld_prisons,COUNTY,NA,04,04005,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1001 E SAWMILL RD,FLAGSTAFF,Coconino,35.189081082334134,-111.64063382774974
Arizona,NA,Arizona Department of Corrections,COCONINO COUNTY SHERIFFS OFFICE,hifld,SHERIFF'S OFFICE,NA,04,04005,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,911 EAST SAWMILL ROAD,FLAGSTAFF,Coconino,35.187641775,-111.640966405
Arizona,NA,Arizona Department of Corrections,DURANGO JUVENILE DETENTION FACILITY,hifld_prisons,COUNTY,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3131 WEST DURANGO STREET,PHOENIX,Maricopa,33.42822605511813,-112.12833875884384
Arizona,NA,Arizona Department of Corrections,ELOY DETENTION CENTER,hifld_prisons,FEDERAL,NA,04,04021,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1705 EAST HANNA ROAD,ELOY,Pinal,32.81769581187593,-111.52006847483814
Arizona,NA,Arizona Department of Corrections,FCI PHOENIX,hifld_prisons,FEDERAL,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,37900 N 45TH AVE,PHOENIX,Maricopa,33.83391052145163,-112.16859556218314
Arizona,NA,Arizona Department of Corrections,FCI PHOENIX CAMP,hifld_prisons,FEDERAL,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,37900 N 45TH AVE,PHOENIX,Maricopa,33.83270944718764,-112.16216925518124
Arizona,NA,Arizona Department of Corrections,FCI SAFFORD,hifld_prisons,FEDERAL,NA,04,04009,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1529 W HWY 366,SAFFORD,Graham,32.717073133738616,-109.72451459330811
Arizona,NA,Arizona Department of Corrections,FCI TUCSON,hifld_prisons,FEDERAL,NA,04,04019,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,8901 S WILMOT RD,TUCSON,Pima,32.089570493515495,-110.85623975972192
Arizona,NA,Arizona Department of Corrections,FLORENCE SERVICE PROCESSING CENTER,hifld_prisons,FEDERAL,NA,04,04021,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3250 N PINAL PARKWAY,FLORENCE,Pinal,33.06404991907901,-111.38329560677694
Arizona,NA,Arizona Department of Corrections,Gila County Globe Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1100 South Street,Globe,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,GILA COUNTY JAIL - GLOBE,hifld_prisons,COUNTY,NA,04,04007,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1100 SOUTH ST,GLOBE,Gila,33.39250667381019,-110.7743099772706
Arizona,NA,Arizona Department of Corrections,GILA COUNTY JAIL - PAYSON,hifld_prisons,COUNTY,NA,04,04007,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,108 WEST MAIN STREET,PAYSON,Gila,34.23147222414472,-111.325914642918
Arizona,NA,Arizona Department of Corrections,GILA COUNTY JUVENILE DETENTION CENTER,hifld_prisons,COUNTY,NA,04,04007,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1350 E ASH ST,GLOBE,Gila,33.39467691371978,-110.77095364032387
Arizona,NA,Arizona Department of Corrections,Gila County Payson Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,108 West Main Street,Payson,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,GILA COUNTY SHERIFFS OFFICE / GILA COUNTY JAIL - NORTH COUNTY,hifld,SHERIFF'S OFFICE,NA,04,04007,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,108 WEST MAIN STREET,PAYSON,Gila,34.2313583,-111.3258659
Arizona,NA,Arizona Department of Corrections,GILA COUNTY SHERIFFS OFFICE / GILA COUNTY JAIL - SOUTH COUNTY,hifld,SHERIFF'S OFFICE,NA,04,04007,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1100 SOUTH STREET,GLOBE,Gila,33.3924857,-110.7742152
Arizona,NA,Arizona Department of Corrections,GILA COUNTY SHERIFFS OFFICE - ROOSEVELT SUBSTATION,hifld,SHERIFF'S OFFICE,NA,04,04007,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,"STATE ROUTE 188, MILEPOST 143",ROOSEVELT,Gila,33.669708,-111.141402
Arizona,NA,Arizona Department of Corrections,GLENDALE POLICE DEPARTMENT / GLENDALE JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,6835 NORTH 57TH DRIVE,GLENDALE,Maricopa,33.5375672,-112.1820534
Arizona,NA,Arizona Department of Corrections,GLENDALE CITY JAIL,hifld_prisons,LOCAL,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,6835 NORTH 57 DRIVE,GLENDALE,Maricopa,33.53748473600172,-112.18207909689181
Arizona,NA,Arizona Department of Corrections,GRAHAM COUNTY ADULT DETENTION CENTER,hifld_prisons,COUNTY,NA,04,04009,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,600 W GRAHAM CANAL RD,SAFFORD,Graham,32.8572405638441,-109.71440914646261
Arizona,NA,Arizona Department of Corrections,Greenlee County Correctional Facility,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,800 S Coronado Boulevard,Clifton,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,GREENLEE COUNTY JAIL,hifld_prisons,COUNTY,NA,04,04011,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,824 SOUTH CORONADO BOULEVARD,CLIFTON,Greenlee,33.037635264048156,-109.29705025885956
Arizona,NA,Arizona Department of Corrections,GREENLEE COUNTY SHERIFFS OFFICE,hifld,SHERIFF'S OFFICE,NA,04,04011,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,824 SOUTH CORONADO BOULEVARD,CLIFTON,Greenlee,33.037656276,-109.29705834
Arizona,NA,Arizona Department of Corrections,HUALAPAI ADULT DETENTION CENTER,hifld_prisons,FEDERAL,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,924 RODEO WAY,PEACH SPRINGS,Mohave,35.52649955602158,-113.42340189350514
Arizona,NA,Arizona Department of Corrections,HUALAPAI JUVENILE DETENTION AND REHABILITATION CENTER,hifld_prisons,FEDERAL,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,108 HIGH VIEW DR,PEACH SPRINGS,Mohave,35.54233591937134,-113.41085200348887
Arizona,NA,Arizona Department of Corrections,KAYENTA ADULT AND JUVENILE FACILITY,hifld_prisons,FEDERAL,NA,04,04017,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,US HWY 163,KAYENTA,Navajo,36.71438292239841,-110.25498543501999
Arizona,NA,Arizona Department of Corrections,LA PAZ COUNTY ADULT DETENTION FACILITY,hifld_prisons,COUNTY,NA,04,04012,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1111 ARIZONA AVENUE,PARKER,La Paz,34.14548094875721,-114.29028506798527
Arizona,NA,Arizona Department of Corrections,LA PAZ COUNTY SHERIFFS OFFICE,hifld,SHERIFF'S OFFICE,NA,04,04012,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1109 ARIZONA AVENUE,PARKER,La Paz,34.145717,-114.2903633
Arizona,NA,Arizona Department of Corrections,Maricopa County Durango Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3225 West Gibson Lane,Phoenix,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,Maricopa County Estrella Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,2939 West Durango Street,Phoenix,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,Maricopa County Fourth Avenue Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,201 South 4th Avenue,Phoenix,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY JAIL - 4TH AVENUE JAIL,hifld_prisons,COUNTY,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,201 S 4TH AVE,PHOENIX,Maricopa,33.44552182424745,-112.07835047682883
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY JAIL - 512 FACILITY,hifld_prisons,COUNTY,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,2670 S 28TH DR,PHOENIX,Maricopa,33.423985281835286,-112.12207386750292
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY JAIL - DURANGO JAIL,hifld_prisons,COUNTY,NA,04,04013,CLOSED,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3225 W GIBSON LANE,PHOENIX,Maricopa,33.426260266582936,-112.1299516503044
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY JAIL - ESTRELLA JAIL,hifld_prisons,COUNTY,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,2939 W DURANGO ROAD,PHOENIX,Maricopa,33.428099598685904,-112.12383577326135
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY JAIL - LOWER BUCKEYE JAIL,hifld_prisons,COUNTY,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3250 W LOWER BUCKEYE ROAD,PHOENIX,Maricopa,33.42438551187794,-112.13018838953597
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY JAIL - TOWERS JAIL,hifld_prisons,COUNTY,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3127 W GIBSON LANE,PHOENIX,Maricopa,33.42611719512563,-112.12678334504461
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY JAIL - WATKINS JAIL,hifld_prisons,COUNTY,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,2680 S 28TH DR,PHOENIX,Maricopa,33.42341642033538,-112.12325055796076
Arizona,NA,Arizona Department of Corrections,Maricopa County Lower Buckeye Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3250 West Lower Buckeye Road,Phoenix,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY SHERIFFS OFFICE,hifld,SHERIFF'S OFFICE,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,"100 WEST WASHINGTON STREET, 19TH FLOOR",PHOENIX,Maricopa,33.448669562,-112.075576059
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY SHERIFFS OFFICE - DISTRICT 1,hifld,SHERIFF'S OFFICE,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1840 SOUTH LEWIS,MESA,Maricopa,33.3809027,-111.829829
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY SHERIFFS OFFICE - DISTRICT 2,hifld,SHERIFF'S OFFICE,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,920 EAST VAN BUREN STREET,AVONDALE,Maricopa,33.4505864,-112.3386937
Arizona,NA,Arizona Department of Corrections,MARICOPA COUNTY SHERIFFS DEPARTMENT - DISTRICT 7 FOUNTAIN HILLS,hifld,SHERIFF'S OFFICE,NA,04,04013,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,16705 EAST AVENUE OF THE FOUNTAINS,FOUNTAIN HILLS,Maricopa,33.604705496,-111.721204195
Arizona,NA,Arizona Department of Corrections,Maricopa County Towers Jail,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3127 West Gibson Lane,Phoenix,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,Mohave County Adult Detention Facility,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,501 West Highway 66,Kingman,NA,NA,NA
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY JAIL,hifld,LOCAL POLICE DEPARTMENT,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,415 PINE STREET,KINGMAN,Mohave,35.1925545,-114.0521667
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY JAIL ANNEX,hifld,LOCAL POLICE DEPARTMENT,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,770 WEST BEALE STREET,KINGMAN,Mohave,35.1900811,-114.0657279
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY JAIL / DETENTION,hifld_prisons,COUNTY,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,501 S HIGHWAY 66,KINGMAN,Mohave,35.18666086968211,-114.06459622371459
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY JUVENILE DETENTION FACILITY,hifld_prisons,COUNTY,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,300 WEST ANDY DEVINE AVENUE,KINGMAN,Mohave,35.18856398303589,-114.06105621082841
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY SHERIFFS OFFICE,hifld,SHERIFF'S OFFICE,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,600 WEST BEALE STREET,KINGMAN,Mohave,35.189718202,-114.064643632
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY SHERIFFS OFFICE - BEAVER DAM,hifld,SHERIFF'S OFFICE,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,700 NORTH COUNTY HIGHWAY 91,BEAVER DAM,Mohave,36.9093774,-113.9288739
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY SHERIFFS OFFICE - DISTRICT 2 SUBSTATION,hifld,SHERIFF'S OFFICE,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,9880 VANDERSLICE ROAD,MOHAVE VALLEY,Mohave,34.8693635,-114.5621496
Arizona,NA,Arizona Department of Corrections,MOHAVE COUNTY SHERIFFS OFFICE - LAKE HAVASU DISTRICT 3 SUBSTATION,hifld,SHERIFF'S OFFICE,NA,04,04015,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,3500 NORTH STATE ROUTE 95,LAKE HAVASU,Mohave,34.5390102,-114.3519349
Arizona,NA,Arizona Department of Corrections,Navajo County Detention Center,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,100 East Code Talkers Drive,Holbrook,NA,NA,NA
