qa_flags,state,county,agency,agency_facility_count,facility_name,facility_county,facility_source_county,facility_source_county_fips,facility_source_type,source,match_type,match_score,agreement_needs_review,facility_address,facility_city
fuzzy_match; county_mismatch,Alabama,Frankin County,Franklin County Sheriff's Office,1,Franklin County Jail,NA,NA,NA,JAILS,jails_prisons,fuzzy_state_facility,1,TRUE,748 Walnut Gate Road,Russellville
unexpected_source_type_for_county,Alabama,Franklin County,Franklin County Sheriff's Office,2,FRANKLIN COUNTY DETENTION CENTER,Franklin,Franklin,01059,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,748 WALNUT GATE ROAD,RUSSELLVILLE
fuzzy_match; county_mismatch,Arkansas,Pop County,Pope County Sheriff's Office,1,POPE COUNTY JAIL,Pope,Pope,05115,COUNTY,hifld_prisons,fuzzy_state_facility,1,TRUE,3 EMERGENCY LN,RUSSELLVILLE
unexpected_source_type_for_county,Florida,Bay County,Bay County Sheriff's Office,6,BAY COUNTY JAIL,Bay,Bay,12005,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,5600 NEHI ROAD,PANAMA CITY
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - CENTRAL BROWARD,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,200 NORTHWEST 27TH AVENUE,FORT LAUDERDALE
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - COOPER CITY,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,10580 STIRLING ROAD,HOLLYWOOD
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - COURTHOUSE SUBSTATION,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,201 SOUTHEAST 6TH STREET,FORT LAUDERDALE
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - DANIA BEACH,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,100 WEST DANIA BEACH BOULEVARD,DANIA BEACH
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - DEERFIELD BEACH,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,300 NORTHEAST 2ND STREET,DEERFIELD BEACH
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - FORT LAUDERDALE INTERNATIONAL AIRPORT,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,"200 TERMINAL DRIVE, TERMINAL 3",FORT LAUDERDALE
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - LAUDERDALE BY THE SEA,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,4501 OCEAN DRIVE,LAUDERDALE BY THE SEA
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - LAUDERDALE LAKES,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,4300 NORTHWEST 36TH STREET,FORT LAUDERDALE
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - NORTH LAUDERDALE,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,701 SOUTHWEST 7TH STREET,NORTH LAUDERDALE
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - OAKLAND PARK,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,5399 N DIXIE HWY,OAKLAND PARK
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - POMPANO BEACH,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,100 SOUTHWEST 3RD STREET,POMPANO BEACH
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - SOUTHWEST RANCHES,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,6589 DYKES ROAD,DAVIE
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - TAMARAC,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,7515 NORTHWEST 88TH AVENUE,TAMARAC
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE - WESTON,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,17300 ROYAL PALM BOULEVARD,WESTON
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,BROWARD COUNTY SHERIFFS OFFICE / BROWARD COUNTY JAIL,Broward,Broward,12011,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,555 SOUTHEAST 1ST AVENUE,FORT LAUDERDALE
many_facilities_for_agency,Florida,Broward County,Broward County Sheriff's Office,16,Broward County Jail,Broward,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,555 SE 1st Avenue,Fort Lauderdale
fuzzy_match; unexpected_source_type_for_county,Florida,Duval County,Jacksonville Sheriff's Office,1,JACKSONVILLE BEACH POLICE DEPARTMENT,Duval,Duval,12031,LOCAL POLICE DEPARTMENT,hifld,fuzzy_county_facility,0.9154411764705882,TRUE,101 PENMAN ROAD SOUTH,JACKSONVILLE BEACH
fuzzy_match,Florida,Escambia County,Escambia County Board of County Commissioners/ Department of Corrections,1,ESCAMBIA COUNTY MAIN JAIL,Escambia,Escambia,12033,COUNTY,hifld_prisons,fuzzy_county_facility,0.9249999999999999,TRUE,2935 N L ST,PENSACOLA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,"HILLSBOROUGH COUNTY JAIL, FALKENBURG ROAD",Hillsborough,Hillsborough,12057,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,520 N FALKENBURG RD,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,"HILLSBOROUGH COUNTY JAIL, ORIENT ROAD",Hillsborough,Hillsborough,12057,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,1201 ORIENT RD,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFF - 13 JUDICIAL CIRCUIT COURT,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,800 EAST TWIGGS STREET,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT - HILLSBOROUGH COUNTY DETENTION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1201 NORTH ORIENT ROAD,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT - OPERATIONS CENTER,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,2008 EAST 8TH AVENUE,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT - WORK RELEASE CENTER,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1800 ORIENT ROAD,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 1 - LUTZ SUBSTATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,19002 1ST STREET SOUTHWEST,LUTZ
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 1 - UNIVERSITY MALL COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,"2200 FOWLER AVENUE EAST, 2242A UNIVERSITY MALL",TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 1- HEADQUARTERS,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,14102 NORTH 20TH STREET,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 2,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,2310 FALKENBURG ROAD NORTH,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 2 - DOVER COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,3177 NORTH DOVER ROAD,DOVER
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 2 - NUCCIO COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,5811 NORTH 50TH STREET,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 2 - PALM RIVER-CLAIRMEL COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,7460 PALM RIVER ROAD,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 2 - PLANT CITY COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,302 NORTH MICHIGAN AVENUE,PLANT CITY
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 2 - SEFFNER COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1209 SOUTH KINGSWAY ROAD,SEFFNER
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 3 - CARROLLWOOD COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,13146 DALE MABRY HIGHWAY,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 3 - CITRUS PARK COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,8021 CITRUS PARK DRIVE,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 3 - FOUNTAIN OAKS COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,3671 WEST WATERS AVENUE,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 3 - HEADQUARTERS,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,7202 GUNN HIGHWAY,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 3 - NORTHDALE COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,15610 PREMIERE DRIVE,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 3 - NORTHWEST COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,13260 MCCORMICK DRIVE,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 3 - TOWN AND COUNTRY COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,7519 WEST WATERS AVENUE,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - APOLLO BEACH COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,6494 UNITED STATES HIGHWAY 41 NORTH,APOLLO BEACH
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - BLOOMINGDALE COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,4342 BELL SHOALS ROAD,VALRICO
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - GIBSONTON COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,11072 UNITED STATES HIGHWAY 41 SOUTH,GIBSONTON
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - HEADQUARTERS,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,508 33RD STREET SOUTHEAST,RUSKIN
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - PROGRESS VILLAGE COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,7935 FLOWER AVENUE,TAMPA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - RUSKIN COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,712 WEST SHELL POINT ROAD,RUSKIN
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - SUN CITY SECURITY PATROL,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1005 NORTH PEBBLE BEACH BOULEVARD,SUN CITY CENTER
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,HILLSBOROUGH COUNTY SHERIFFS DEPARTMENT DISTRICT 4 - WIMAUMA COMMUNITY STATION,Hillsborough,Hillsborough,12057,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,201 12TH STREET,WIMAUMA
many_facilities_for_agency,Florida,Hillsborough County,Hillsborough County Sheriff's Office,31,Hillsborough County Jail,Hillsborough,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,1201 North Orient Road,Tampa
unexpected_source_type_for_county,Florida,Lake County,Lake County Sheriff's Office,3,LAKE COUNTY DETENTION CENTER,Lake,Lake,12069,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,551 WEST MAIN STREET,TAVARES
unexpected_source_type_for_county,Florida,Lee County,Lee County Sheriff's Office,10,LEE COUNTY JAIL,Lee,Lee,12071,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,2115 DOCTOR MARTIN LUTHER KING JUNIOR BOULEVARD,FORT MYERS
unexpected_source_type_for_county,Florida,Manatee County,Manatee County Sheriff's Office,4,MANATEE COUNTY DETENTION FACILITY,Manatee,Manatee,12081,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,14470 HARLEE ROAD,PALMETTO
fuzzy_match; unexpected_source_type_for_county,Florida,Miami-Dade County,Miami-Dade Corrections and Rehabilitation,1,MIAMI-DADE COUNTY POLICE DEPARTMENT - POLICE OPERATIONS BUREAU,Miami-Dade,Miami-Dade,12086,LOCAL POLICE DEPARTMENT,hifld,fuzzy_county_facility,0.8826844919786097,TRUE,2917 BISCAYNE BOULEVARD,MIAMI
fuzzy_match,Florida,Orange County,Orange County Corrections Department,1,ORANGE COUNTY WORK RELEASE CENTER,Orange,Orange,12095,COUNTY,hifld_prisons,fuzzy_county_facility,0.8650164413591523,TRUE,130 W KALEY ST,ORLANDO
fuzzy_match,Florida,Osceola County,Osceola County Corrections Department,1,OSCEOLA COUNTY CORRECTIONAL FACILITY,Osceola,Osceola,12097,COUNTY,hifld_prisons,fuzzy_county_facility,0.9148148148148147,TRUE,402 SIMPSON RD,KISSIMMEE
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - AIRPORT,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,"1000 JAMES L TURNAGE BOULEVARD, PALM BEACH INTERNATIONAL AIRPORT",WEST PALM BEACH
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - BOCA RATON,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,17091 UNITED STATES HIGHWAY 441,BOCA RATON
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - DELRAY BEACH,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,345 SOUTH CONGRESS AVENUE,DELRAY BEACH
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - LAKE PARK,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,700 6TH STREET,LAKE PARK
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - MANGONIA PARK,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1755 EAST TIFFANY DRIVE,MANGONIA PARK
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - NORTH COUNTY,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,8130 NORTH JOG ROAD,WEST PALM BEACH
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - PAHOKEE,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,115 EAST MAIN STREET,PAHOKEE
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - PINE TRAIL SATELLITE,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1867A NORTH MILITARY TRAIL,WEST PALM BEACH
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - ROYAL PALM BEACH,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,11498 OKEECHOBEE BOULEVARD,ROYAL PALM BEACH
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - SOUTH BAY SUBSTATION,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,335 SOUTHWEST 2ND AVENUE,SOUTH BAY
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - STOCKADE,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,673 WEST FAIRGROUNDS ROAD,WEST PALM BEACH
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE - WELLINGTON,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,38840 STATE ROAD 80,BELLE GLADE
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,PALM BEACH COUNTY SHERIFFS OFFICE / PALM BEACH COUNTY JAIL,Palm Beach,Palm Beach,12099,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,3228 GUN CLUB ROAD,WEST PALM BEACH
many_facilities_for_agency,Florida,Palm Beach County,Palm Beach County Sheriff's Office,14,Palm Beach County Jail,Palm Beach,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,3228 Gun Club Road,West Palm Beach
fuzzy_match,Florida,Pasco County,Pasco County Board of County Commissioners/ Pasco County Corrections,1,PASCO COUNTY SHERIFFS OFFICE / PASCO COUNTY DETENTION FACILITY WEST JAIL,Pasco,Pasco,12101,SHERIFF'S OFFICE,hifld,fuzzy_county_facility,0.7888789505068575,TRUE,8700 CITIZEN DRIVE,NEW PORT RICHEY
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,455 NORTH BROADWAY AVENUE,BARTOW
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - CENTRAL DISTRICT,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,3635 AVENUE G NORTHWEST,WINTER HAVEN
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - EAGLE LAKE,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,75 NORTH 7TH STREET,EAGLE LAKE
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - FORT MEADE,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,15 1ST STREET NORTHWEST,FORT MEADE
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - FROSTPROOF,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,111 WEST 1ST STREET,FROSTPROOF
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - LAKE WALES SUBSTATION,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,860 THOMPSON NURSERY ROAD,LAKE WALES
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - NORTHEAST DISTRICT,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,45589 UNITED STATES HIGHWAY 27,DAVENPORT
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - NORTHWEST DISTRICT,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1045 WEDGEWOOD ESTATES BOULEVARD,LAKELAND
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - POLK CITY,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,123 BROADWAY BOULEVARD,POLK CITY
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,POLK COUNTY SHERIFFS OFFICE - SOUTHWEST DISTRICT,Polk,Polk,12105,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,4120 UNITED STATES HIGHWAY 98 SOUTH,LAKELAND
many_facilities_for_agency,Florida,Polk County,Polk County Sheriff's Office,11,Polk County Jail,Polk,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,2390 Bob Philips Road,Bartow
fuzzy_match,Florida,Volusia County,Volusia County Division of Corrections,1,VOLUSIA COUNTY SHERIFF - CIVIL DIVISION,Volusia,Volusia,12127,SHERIFF'S OFFICE,hifld,fuzzy_county_facility,0.846994301994302,TRUE,101 CANAL STREET,NEW SMYRNA BEACH
unexpected_source_type_for_county,Georgia,Bibb County,Bibb County Sheriff's Office,4,BIBB COUNTY LAW ENFORCEMENT CENTER,Bibb,Bibb,13021,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,668 OGLETHORPE STREET,MACON
unexpected_source_type_for_county,Indiana,Hamilton County,Hamilton County Sheriff's Office,2,HAMILTON COUNTY JAIL,Hamilton,Hamilton,18057,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,FALSE,18102 CUMBERLAND ROAD,NOBLESVILLE
unexpected_source_type_for_county,Kentucky,Grayson County,Grayson County Detention Center,4,GRAYSON COUNTY JAIL,Grayson,Grayson,21085,LOCAL POLICE DEPARTMENT,hifld,exact_county_pattern_all_facilities,1,TRUE,320 SHAW STATION ROAD,LEITCHFIELD
