qa_flags,state,county,agency,agency_facility_count,facility_name,facility_county,facility_source_county,facility_source_county_fips,facility_source_type,source,match_type,match_score,agreement_needs_review,facility_address,facility_city
,Texas,Goliad County,Goliad County Sheriff's Office,2,GOLIAD COUNTY SHERIFFS OFFICE / GOLIAD COUNTY JAIL,Goliad,Goliad,48175,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,701 EAST END STREET,GOLIAD
,Texas,Goliad County,Goliad County Sheriff’s Office,2,GOLIAD COUNTY JAIL,Goliad,Goliad,48175,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,701 EAST END STREET,GOLIAD
,Texas,Goliad County,Goliad County Sheriff’s Office,2,GOLIAD COUNTY SHERIFFS OFFICE / GOLIAD COUNTY JAIL,Goliad,Goliad,48175,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,701 EAST END STREET,GOLIAD
,Texas,Gonzales County,Gonzales County Sheriff's Office,2,GONZALES COUNTY JAIL,Gonzales,Gonzales,48177,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,1713 E SARAH DEWITT DR,GONZALES
,Texas,Gonzales County,Gonzales County Sheriff's Office,2,GONZALES COUNTY SHERIFFS OFFICE / GONZALES COUNTY JAIL,Gonzales,Gonzales,48177,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1713 EAST SARAH DEWITT DRIVE,GONZALES
,Texas,Gray County,Gray County Sheriff's Office,2,GRAY COUNTY JAIL,Gray,Gray,48179,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,218 N RUSSELL,PAMPA
,Texas,Gray County,Gray County Sheriff's Office,2,GRAY COUNTY SHERIFFS OFFICE / GRAY COUNTY JAIL,Gray,Gray,48179,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,218 NORTH RUSSELL STREET,PAMPA
,Texas,Grayson County,Grayson County Sheriff's Office,2,GRAYSON COUNTY DETENTION CENTER,Grayson,Grayson,48181,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,200 S CROCKETT ST,SHERMAN
,Texas,Grayson County,Grayson County Sheriff's Office,2,GRAYSON COUNTY SHERIFFS OFFICE / GRAYSON COUNTY JAIL,Grayson,Grayson,48181,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,200 SOUTH CROCKETT STREET,SHERMAN
,Texas,Grayson County,Grayson County Sheriff’s Office,2,GRAYSON COUNTY DETENTION CENTER,Grayson,Grayson,48181,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,200 S CROCKETT ST,SHERMAN
,Texas,Grayson County,Grayson County Sheriff’s Office,2,GRAYSON COUNTY SHERIFFS OFFICE / GRAYSON COUNTY JAIL,Grayson,Grayson,48181,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,200 SOUTH CROCKETT STREET,SHERMAN
,Texas,Gregg County,Gregg County Sheriff's Office,3,GREGG COUNTY JAIL / COURTHOUSE,Gregg,Gregg,48183,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,101 E METHVIN ST,LONGVIEW
,Texas,Gregg County,Gregg County Sheriff's Office,3,GREGG COUNTY SHERIFF DEPARTMENT - AIRPORT DIVISION,Gregg,Gregg,48183,SPECIAL JURISDICTION,hifld,exact_county_pattern_all_facilities,1,TRUE,269 TERMINAL CIRCLE,LONGVIEW
,Texas,Gregg County,Gregg County Sheriff's Office,3,GREGG COUNTY SHERIFFS OFFICE / GREGG COUNTY JAIL,Gregg,Gregg,48183,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,101 EAST METHVIN STREET,LONGVIEW
,Texas,Grimes County,Grimes County Sheriff's Office,2,GRIMES COUNTY JAIL,Grimes,Grimes,48185,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,382 FM 149 W,ANDERSON
,Texas,Grimes County,Grimes County Sheriff's Office,2,GRIMES COUNTY SHERIFFS DEPARTMENT / GRIMES COUNTY JAIL,Grimes,Grimes,48185,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,382 FARM TO MARKET 149 WEST,ANDERSON
,Texas,Guadalupe County,Guadalupe County Sheriff's Office,2,GUADALUPE COUNTY ADULT DETENTION CENTER,Guadalupe,Guadalupe,48187,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,2615 N GUADALUPE ST,SEGUIN
,Texas,Guadalupe County,Guadalupe County Sheriff's Office,2,GUADALUPE COUNTY SHERIFFS DEPARTMENT,Guadalupe,Guadalupe,48187,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,2617 NORTH GUADALUPE STREET,SEGUIN
,Texas,Hale County,Hale County Sheriff's Office,2,HALE COUNTY JAIL,Hale,Hale,48189,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,1900 S COLUMBIA,PLAINVIEW
,Texas,Hale County,Hale County Sheriff's Office,2,HALE COUNTY SHERIFFS OFFICE / HALE COUNTY JAIL,Hale,Hale,48189,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1900 SOUTH COLUMBIA STREET,PLAINVIEW
,Texas,Hamilton County,Hamilton County Sheriff's Office,2,HAMILTON COUNTY JAIL,Hamilton,Hamilton,48193,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,1108 SOUTH RICE,HAMILTON
,Texas,Hamilton County,Hamilton County Sheriff's Office,2,HAMILTON COUNTY SHERIFF DEPARTMENT / HAMILTON COUNTY JAIL,Hamilton,Hamilton,48193,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1108 SOUTH RICE STREET,HAMILTON
,Texas,Hardeman County,Hardeman County Sheriff's Office,2,HARDEMAN COUNTY JAIL,Hardeman,Hardeman,48197,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,318 MERCER STREET,QUANAH
,Texas,Hardeman County,Hardeman County Sheriff's Office,2,HARDEMAN COUNTY SHERIFFS DEPARTMENT / HARDEMAN COUNTY JAIL,Hardeman,Hardeman,48197,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,318 MERCER STREET,QUANAH
,Texas,Hardin County,Hardin County Sheriff's Office,2,HARDIN COUNTY JAIL,Hardin,Hardin,48199,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,300 WEST MONROE STREET,KOUNTZE
,Texas,Hardin County,Hardin County Sheriff's Office,2,HARDIN COUNTY SHERIFFS OFFICE / HARDIN COUNTY JAIL,Hardin,Hardin,48199,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,300 WEST MONROE STREET,KOUNTZE
,Texas,Harrison County,Harrison County Sheriff's Office,3,HARRISON COUNTY JAIL,Harrison,Harrison,48203,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,110 SOUTH FRANKLIN ST,MARSHALL
,Texas,Harrison County,Harrison County Sheriff's Office,3,HARRISON COUNTY JAIL ANNEX,Harrison,Harrison,48203,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,2200 EAST TRAVIS STREET,MARSHALL
,Texas,Harrison County,Harrison County Sheriff's Office,3,HARRISON COUNTY SHERIFFS OFFICE / HARRISON COUNTY JAIL,Harrison,Harrison,48203,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,200 WEST HOUSTON STREET,MARSHALL
,Texas,Hemphill County,Hemphill County Sheriff's Office,2,HEMPHILL COUNTY JAIL,Hemphill,Hemphill,48211,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,400 MAIN STREET,CANADIAN
,Texas,Hemphill County,Hemphill County Sheriff's Office,2,HEMPHILL COUNTY SHERIFFS OFFICE / HEMPHILL COUNTY JAIL,Hemphill,Hemphill,48211,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,400 MAIN STREET,CANADIAN
,Texas,Henderson County,Henderson County Sheriff's Office,2,HENDERSON COUNTY DETENTION CENTER,Henderson,Henderson,48213,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,206A N MURCHISON ST,ATHENS
,Texas,Henderson County,Henderson County Sheriff's Office,2,HENDERSON COUNTY SHERIFFS OFFICE / HENDERSON COUNTY JAIL,Henderson,Henderson,48213,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,206 NORTH MURCHISON STREET,ATHENS
,Texas,Hidalgo County,Hidalgo County Sheriff's Office,3,HIDALGO COUNTY DETENTION CENTER,Hidalgo,Hidalgo,48215,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,711 EL CIBOLO RD,EDINBURG
,Texas,Hidalgo County,Hidalgo County Sheriff's Office,3,HIDALGO COUNTY SHERIFFS OFFICE / HIDALGO COUNTY DETENTION CENTER,Hidalgo,Hidalgo,48215,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,711 EL CIBOLO ROAD,EDINBURG
,Texas,Hidalgo County,Hidalgo County Sheriff's Office,3,Hidalgo County Sheriff’s Jail,Hidalgo,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,701 E El Cibolo Rd,Edinburg
,Texas,Hill County,Hill County Sheriff's Office,2,HILL COUNTY JAIL,Hill,Hill,48217,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,406 HALL ST,HILLSBORO
,Texas,Hill County,Hill County Sheriff's Office,2,HILL COUNTY SHERIFF OFFICE / HILL COUNTY JAIL,Hill,Hill,48217,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,406 HALL STREET,HILLSBORO
,Texas,Hockley County,Hockley County Sheriff's Office,2,HOCKLEY COUNTY JAIL,Hockley,Hockley,48219,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,1310 AVENUE H,LEVELLAND
,Texas,Hockley County,Hockley County Sheriff's Office,2,HOCKLEY COUNTY SHERIFFS DEPARTMENT / HOCKLEY COUNTY JAIL,Hockley,Hockley,48219,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1310 AVENUE H,LEVELLAND
,Texas,Hood County,Hood County Sheriff's Office,2,HOOD COUNTY JAIL,Hood,Hood,48221,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,400 DEPUTY LARRY MILLER DR,GRANBURY
,Texas,Hood County,Hood County Sheriff's Office,2,HOOD COUNTY SHERIFFS OFFICE / HOOD COUNTY JAIL,Hood,Hood,48221,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,400 DEPUTY LARRY MILLER DRIVE,GRANBURY
,Texas,Hopkins County,Hopkins County Sheriff's Office,2,HOPKINS COUNTY JAIL,Hopkins,Hopkins,48223,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,298 ROSEMONT,SULPHUR SPRINGS
,Texas,Hopkins County,Hopkins County Sheriff's Office,2,HOPKINS COUNTY SHERIFFS DEPARTMENT / HOPKINS COUNTY JAIL,Hopkins,Hopkins,48223,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,298 ROSEMONT STREET,SULPHUR SPRINGS
,Texas,Houston County,Houston County Sheriff's Office,2,HOUSTON COUNTY JAIL,Houston,Houston,48225,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,700A SOUTH 4TH STREET,CROCKETT
,Texas,Houston County,Houston County Sheriff's Office,2,HOUSTON COUNTY SHERIFFS OFFICE / HOUSTON COUNTY JAIL,Houston,Houston,48225,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,112 EAST HOUSTON AVENUE,CROCKETT
,Texas,Howard County,Howard County Sheriff's Office,2,HOWARD COUNTY DETENTION CENTER,Howard,Howard,48227,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,3611 W. HWY 80,BIG SPRING
,Texas,Howard County,Howard County Sheriff's Office,2,HOWARD COUNTY SHERIFFS OFFICE / HOWARD COUNTY JAIL,Howard,Howard,48227,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,300 SOUTH MAIN STREET,BIG SPRING
,Texas,Hutchinson County,Hutchinson County Sheriff's Office,2,HUTCHINSON COUNTY JAIL,Hutchinson,Hutchinson,48233,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,500 N MAIN ST,STINNETT
,Texas,Hutchinson County,Hutchinson County Sheriff's Office,2,HUTCHINSON COUNTY SHERIFF,Hutchinson,Hutchinson,48233,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1400 VETA STREET,BORGER
,Texas,Jack County,Jack County Sheriff's Office,2,JACK COUNTY JAIL,Jack,Jack,48237,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,1432 FM 3344,JACKSBORO
,Texas,Jack County,Jack County Sheriff's Office,2,JACK COUNTY LAW ENFORCEMENT CENTER,Jack,Jack,48237,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1432 OLD POST OAK ROAD,JACKSBORO
,Texas,Jackson County,Jackson County Sheriff's Office,1,JACKSON COUNTY JAIL,Jackson,Jackson,48239,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,115 W MAIN,EDNA
,Texas,Jasper County,Jasper County Sheriff's Office,2,JASPER COUNTY JAIL,Jasper,Jasper,48241,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,101 BURCH ST,JASPER
,Texas,Jasper County,Jasper County Sheriff's Office,2,JASPER COUNTY SHERIFFS OFFICE / JASPER COUNTY JAIL,Jasper,Jasper,48241,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,101 BURCH STREET,JASPER
,Texas,Jefferson County,Jefferson County Sheriff's Office,2,JEFFERSON COUNTY CORRECTIONAL FACILITY,Jefferson,Jefferson,48245,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,5030 HWY 69 S,BEAUMONT
,Texas,Jefferson County,Jefferson County Sheriff's Office,2,JEFFERSON COUNTY SHERIFFS OFFICE,Jefferson,Jefferson,48245,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1001 PEARL STREET,BEAUMONT
,Texas,Jim Hogg County,Jim Hogg County Sheriff's Office,2,JIM HOGG COUNTY JAIL,Jim Hogg,Jim Hogg,48247,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,211 EAST GALBRAITH STREET,HEBBRONVILLE
,Texas,Jim Hogg County,Jim Hogg County Sheriff's Office,2,JIM HOGG COUNTY SHERIFFS DEPARTMENT / JIM HOGG COUNTY JAIL,Jim Hogg,Jim Hogg,48247,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,211 EAST GALBRAITH STREET,HEBBRONVILLE
,Texas,Jim Wells County,Jim Wells County Sheriff's Office,2,JIM WELLS COUNTY JAIL,Jim Wells,Jim Wells,48249,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,300 N CAMERON ST,ALICE
,Texas,Jim Wells County,Jim Wells County Sheriff's Office,2,JIM WELLS COUNTY SHERIFFS OFFICE / JIM WELLS COUNTY JAIL,Jim Wells,Jim Wells,48249,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,300 NORTH CAMERON STREET,ALICE
,Texas,Johnson County,Johnson County Sheriff's Office,1,JOHNSON COUNTY SHERIFFS OFFICE,Johnson,Johnson,48251,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1102 EAST KILPATRICK STREET,CLEBURNE
,Texas,Karnes County,Karnes County Sheriff's Office,3,KARNES COUNTY JAIL,Karnes,Karnes,48255,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,500 E WALL STREET,KARNES CITY
,Texas,Karnes County,Karnes County Sheriff's Office,3,KARNES COUNTY SHERIFFS DEPARTMENT / KARNES COUNTY JAIL,Karnes,Karnes,48255,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,113 NORTH PANNA MARIA AVENUE,KARNES CITY
,Texas,Karnes County,Karnes County Sheriff's Office,3,Karnes County Correctional Center,Karnes,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,810 Commerce Street,Karnes City
,Texas,Kaufman County,Kaufman County Sheriff's Office,2,KAUFMAN COUNTY LAW ENFORCEMENT CENTER,Kaufman,Kaufman,48257,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,1900 E US HWY 175,KAUFMAN
,Texas,Kaufman County,Kaufman County Sheriff's Office,2,Kaufman County Detention Center,Kaufman,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,1900 East Us Highway 175,Kaufman
,Texas,Kendall County,Kendall County Sheriff's Office,2,KENDALL COUNTY JAIL,Kendall,Kendall,48259,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,6 STAUDT STREET,BOERNE
,Texas,Kendall County,Kendall County Sheriff's Office,2,KENDALL COUNTY SHERIFFS OFFICE / KENDALL COUNTY JAIL,Kendall,Kendall,48259,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,6 STAUDT STREET,BOERNE
,Texas,Kerr County,Kerr County Sheriff's Office,2,KERR COUNTY JAIL,Kerr,Kerr,48265,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,400 CLEARWATER PASEO,KERRVILLE
,Texas,Kerr County,Kerr County Sheriff's Office,2,KERR COUNTY SHERIFF / KERR COUNTY JAIL,Kerr,Kerr,48265,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,400 CLEARWATER PASEO,KERRVILLE
,Texas,Kleberg County,Kleberg County Sheriff's Office,2,KLEBERG COUNTY JAIL,Kleberg,Kleberg,48273,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,1500 E KING AVE,KINGSVILLE
,Texas,Kleberg County,Kleberg County Sheriff's Office,2,KLEBERG COUNTY SHERIFFS OFFICE / KLEBERG COUNTY JAIL,Kleberg,Kleberg,48273,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1500 EAST KING AVENUE,KINGSVILLE
,Texas,Knox County,Knox County Sheriff's Office,2,KNOX COUNTY JAIL,Knox,Knox,48275,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,104 SOUTH STEWART STREET,BENJAMIN
,Texas,Knox County,Knox County Sheriff's Office,2,KNOX COUNTY SHERIFFS OFFICE / KNOX COUNTY JAIL,Knox,Knox,48275,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,104 SOUTH STEWART STREET,BENJAMIN
,Texas,Lamar County,Lamar County Sheriff's Office,2,LAMAR COUNTY JAIL,Lamar,Lamar,48277,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,125 BROWN AVE,PARIS
,Texas,Lamar County,Lamar County Sheriff's Office,2,LAMAR COUNTY SHERIFFS DEPARTMENT / LAMAR COUNTY JAIL,Lamar,Lamar,48277,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,125 BROWN AVENUE,PARIS
,Texas,Lamb County,Lamb County Sheriff's Office,2,LAMB COUNTY JAIL,Lamb,Lamb,48279,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,1200 EAST WAYLON JENNINGS BOULEVARD,LITTLEFIELD
,Texas,Lamb County,Lamb County Sheriff's Office,2,LAMB COUNTY SHERIFFS DEPARTMENT / LAMB COUNTY JAIL,Lamb,Lamb,48279,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1200 EAST WAYLON JENNINGS BOULEVARD,LITTLEFIELD
,Texas,Lampasas County,Lampasas County Sheriff's Office,2,LAMPASAS COUNTY JAIL,Lampasas,Lampasas,48281,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,410 EAST 4TH STREET,LAMPASAS
,Texas,Lampasas County,Lampasas County Sheriff's Office,2,LAMPASAS COUNTY SHERIFFS DEPARTMENT / LAMPASAS COUNTY JAIL,Lampasas,Lampasas,48281,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,410 EAST 4TH STREET,LAMPASAS
,Texas,Lavaca County,Lavaca County Sheriff's Office,2,LAVACA COUNTY JAIL,Lavaca,Lavaca,48285,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,38 FM 318,HALLETTSVILLE
,Texas,Lavaca County,Lavaca County Sheriff's Office,2,LAVACA COUNTY SHERIFFS DEPARTMENT - LAVACA COUNTY JAIL,Lavaca,Lavaca,48285,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,38 FARM TO MARKET 318,HALLETTSVILLE
,Texas,Lavaca County,Lavaca County Sheriff’s Office,2,LAVACA COUNTY JAIL,Lavaca,Lavaca,48285,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,38 FM 318,HALLETTSVILLE
,Texas,Lavaca County,Lavaca County Sheriff’s Office,2,LAVACA COUNTY SHERIFFS DEPARTMENT - LAVACA COUNTY JAIL,Lavaca,Lavaca,48285,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,38 FARM TO MARKET 318,HALLETTSVILLE
,Texas,Lee County,Lee County Sheriff's Office,2,LEE COUNTY JAIL,Lee,Lee,48287,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,2122 FM 448,GIDDINGS
,Texas,Lee County,Lee County Sheriff's Office,2,LEE COUNTY SHERIFFS OFFICE,Lee,Lee,48287,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,2122 FARM TO MARKET 448,GIDDINGS
,Texas,Liberty County,Liberty County Sheriff's Office,2,LIBERTY COUNTY JAIL,Liberty,Liberty,48291,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,2400 BEAUMONT AVE,LIBERTY
,Texas,Liberty County,Liberty County Sheriff's Office,2,LIBERTY COUNTY SHERIFF OFFICE / LIBERTY COUNTY JAIL,Liberty,Liberty,48291,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,2400 BEAUMONT AVENUE,LIBERTY
,Texas,Limestone County,Limestone County Sheriff's Office,4,LIMESTONE COUNTY JAIL - YEAGUA ST,Limestone,Limestone,48293,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,1221 E YEAGUA ST,GROESBECK
,Texas,Limestone County,Limestone County Sheriff's Office,4,LIMESTONE COUNTY SHERIFFS DEPARTMENT,Limestone,Limestone,48293,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,1221 EAST YEAGUA STREET,GROESBECK
,Texas,Limestone County,Limestone County Sheriff's Office,4,Limestone County Detention Center,Limestone,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,910 North Tyus Street,Groesbeck
,Texas,Limestone County,Limestone County Sheriff's Office,4,Limestone County Jail,Limestone,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,910 Tyus St,Groesbeck
,Texas,Lipscomb County,Lipscomb County Sheriff's Office,2,LIPSCOMB COUNTY JAIL,Lipscomb,Lipscomb,48295,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,105 OAK STREET,LIPSCOMB
,Texas,Lipscomb County,Lipscomb County Sheriff's Office,2,LIPSCOMB COUNTY SHERIFFS OFFICE / LIPSCOMB COUNTY JAIL,Lipscomb,Lipscomb,48295,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,105 WEST OAK STREET,LIPSCOMB
,Texas,Live Oak County,Live Oak County Sheriff's Office,2,LIVE OAK COUNTY JAIL,Live Oak,Live Oak,48297,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,200 LARRY R BUSBY DRIVE,GEORGE WEST
,Texas,Live Oak County,Live Oak County Sheriff's Office,2,LIVE OAK COUNTY SHERIFFS OFFICE / LIVE OAK COUNTY JAIL,Live Oak,Live Oak,48297,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,200 LARRY R. BUSBY DR.,GEORGE WEST
,Texas,Lubbock County,Lubbock County Sheriff's Office,3,LUBBOCK COUNTY DETENTION CENTER,Lubbock,Lubbock,48303,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,3502 NORTH HOLLY,LUBBOCK
,Texas,Lubbock County,Lubbock County Sheriff's Office,3,LUBBOCK COUNTY SHERIFFS OFFICE / LUBBOCK COUNTY JAIL,Lubbock,Lubbock,48303,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,811 MAIN STREET,LUBBOCK
,Texas,Lubbock County,Lubbock County Sheriff's Office,3,Lubbock County Jail,Lubbock,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,FALSE,3502 N Holly Ave,Lubbock
,Texas,Lynn County,Lynn County Sheriff's Office,1,LYNN COUNTY LAW ENFORCEMENT CENTER,Lynn,Lynn,48305,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,810 LOCKWOOD STREET,TAHOKA
,Texas,Madison County,Madison County Sheriff's Office,2,MADISON COUNTY JAIL,Madison,Madison,48313,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,FALSE,2005 E MAIN ST,MADISONVILLE
,Texas,Madison County,Madison County Sheriff's Office,2,MADISON COUNTY SHERIFFS OFFICE / MADISON COUNTY JAIL,Madison,Madison,48313,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,2005 EAST MAIN STREET,MADISONVILLE
,Texas,Matagorda County,Matagorda County Sheriff's Office,2,MATAGORDA COUNTY SHERIFFS OFFICE,Matagorda,Matagorda,48321,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,2308 AVENUE F,BAY CITY
,Texas,Maverick County,Maverick County Sheriff's Office,2,MAVERICK COUNTY SHERIFFS OFFICE / TOM BOWLES DETENTION CENTER,Maverick,Maverick,48323,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,1051 BALBOA JONES BOULEVARD,EAGLE PASS
,Texas,Maverick County,Maverick County Sheriff's Office,2,Maverick County Jail,Maverick,NA,NA,NA,facilities,exact_county_pattern_all_facilities,1,TRUE,1051 Balboa Jones Boulevard,Eagle Pass
,Texas,Menard County,Menard County Sheriff's Office,2,MENARD COUNTY JAIL,Menard,Menard,48327,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,208 TIPTON STREET,MENARD
,Texas,Menard County,Menard County Sheriff's Office,2,MENARD COUNTY SHERIFFS OFFICE / MENARD COUNTY JAIL,Menard,Menard,48327,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,TRUE,208 TIPTON STREET,MENARD
,Texas,Midland County,Midland County Sheriff's Office,1,MIDLAND COUNTY SHERIFFS OFFICE / MIDLAND COUNTY JAIL,Midland,Midland,48329,SHERIFF'S OFFICE,hifld,exact_county_pattern_all_facilities,1,FALSE,400 SOUTH MAIN STREET,MIDLAND
,Texas,Milam County,Milam County Sheriff's Office,2,MILAM COUNTY JAIL,Milam,Milam,48331,COUNTY,hifld_prisons,exact_county_pattern_all_facilities,1,TRUE,512 N JEFFERSON,CAMERON
