audit_flags,state,county,agency,facility_name,source,facility_source_type,facility_operator_name,facility_source_state_fips,facility_source_county_fips,facility_status,doc_match_tier,doc_research_reason,facility_address,facility_city,facility_county,facility_latitude,facility_longitude
hifld_prisons_federal,Mississippi,Hinds County,Mississippi Department of Corrections,FCI YAZOO CITY MEDIUM,hifld_prisons,FEDERAL,NA,28,28163,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,2225 HALEY BARBOUR PARKWAY,YAZOO CITY,Yazoo,32.884055316973736,-90.439665715864
hifld_prisons_federal,Mississippi,Hinds County,Mississippi Department of Corrections,USP YAZOO CITY,hifld_prisons,FEDERAL,NA,28,28163,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,2225 HALEY BARBOUR PARKWAY,YAZOO CITY,Yazoo,32.891762256548944,-90.44593844628432
doc_or_state_name,Nebraska,Lincoln County,Nebraska Department of Correctional Services,HALL COUNTY DEPARTMENT OF CORRECTIONS,hifld_prisons,COUNTY,NA,31,31079,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,110 PUBLIC SAFETY DR,GRAND ISLAND,Hall,40.92656892811145,-98.32880911209986
doc_or_state_name,Nebraska,Lincoln County,Nebraska Department of Correctional Services,Douglas Department of Corrections,jails_prisons,JAILS,NA,NA,NA,NA,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,710 South 17th Street,Omaha,NA,NA,NA
hifld_prisons_federal,Oklahoma,NA,Oklahoma Department of Corrections,FCI EL RENO,hifld_prisons,FEDERAL,NA,40,40017,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,4205 HWY 66 W,EL RENO,Canadian,35.53335946436019,-98.00523358253038
hifld_prisons_federal,Oklahoma,NA,Oklahoma Department of Corrections,FCI EL RENO CAMP,hifld_prisons,FEDERAL,NA,40,40017,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,4205 HWY 66 W,EL RENO,Canadian,35.53595201897351,-98.00419714565056
hifld_prisons_federal,Oklahoma,NA,Oklahoma Department of Corrections,FTC OKLAHOMA CITY,hifld_prisons,FEDERAL,NA,40,40109,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,7410 S MACARTHUR BLVD,OKLAHOMA CITY,Oklahoma,35.390825814813276,-97.61625561480622
hifld_prisons_federal,South Dakota,#Na,South Dakota Department of Corrections,FPC YANKTON,hifld_prisons,FEDERAL,NA,46,46135,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1016 DOUGLAS AVE,YANKTON,Yankton,42.880325313086814,-97.3903561481005
prison_complex_name,Tennessee,NA,Tennessee Department of Corrections,GIBSON COUNTY CORRECTIONAL COMPLEX,hifld_prisons,COUNTY,NA,47,47053,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,401 NORTH COLLEGE ST,TRENTON,Gibson,35.98329014919734,-88.94223335194232
correctional_name_without_local_modifier,Tennessee,NA,Tennessee Department of Corrections,MAXIMUM CORRECTIONAL CENTER,hifld_prisons,COUNTY,NA,47,47037,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,5113 HARDING PLACE,NASHVILLE,Davidson,36.088468948969194,-86.68560353952653
hifld_prisons_federal,Tennessee,NA,Tennessee Department of Corrections,FCI MEMPHIS,hifld_prisons,FEDERAL,NA,47,47157,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1101 JOHN A DENIE RD,MEMPHIS,Shelby,35.155761948127925,-89.86723574340316
hifld_prisons_federal,Tennessee,NA,Tennessee Department of Corrections,FCI MEMPHIS CAMP,hifld_prisons,FEDERAL,NA,47,47157,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,6696 NAVY RD,MILLINGTON,Shelby,35.33994704043188,-89.83821884228347
correctional_name_without_local_modifier,Utah,NA,Utah Department of Corrections,PURGATORY CORRECTIONAL FACILITY,hifld_prisons,COUNTY,NA,49,49053,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,750 S 5300 W,HURRICANE,Washington,37.15814358992702,-113.41205822376529
correctional_name_without_local_modifier,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,NORTHERN REGIONAL JAIL / CORRECTIONAL FACILITY,hifld_prisons,COUNTY,NA,54,54051,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,112 N REGIONAL CORRECTIONAL DR,MOUNDSVILLE,Marshall,39.909081909525575,-80.73026055231693
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI BECKLEY,hifld_prisons,FEDERAL,NA,54,54081,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1600 INDUSTRIAL ROAD,BEAVER,Raleigh,37.81664978645521,-81.12952771964355
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI BECKLEY CAMP,hifld_prisons,FEDERAL,NA,54,54081,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1600 INDUSTRIAL ROAD,BEAVER,Raleigh,37.81175199853306,-81.13155075002251
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI GILMER,hifld_prisons,FEDERAL,NA,54,54021,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,201 FCI LANE,GLENVILLE,Gilmer,38.91586342740546,-80.78460729377831
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI GILMER CAMP,hifld_prisons,FEDERAL,NA,54,54021,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,201 FCI LANE,GLENVILLE,Gilmer,38.91223969348506,-80.7864554128626
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI HAZELTON,hifld_prisons,FEDERAL,NA,54,54077,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1640 SKY VIEW DR.,BRUCETON MILLS,Preston,39.67052866452383,-79.51460677757517
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI HAZELTON SFF,hifld_prisons,FEDERAL,NA,54,54077,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1640 SKY VIEW DR.,BRUCETON MILLS,Preston,39.667375259637915,-79.50398302894916
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI MCDOWELL,hifld_prisons,FEDERAL,NA,54,54047,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,101 FEDERAL DRIVE,WELCH,Mcdowell,37.469790338319186,-81.55314198452464
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI MCDOWELL CAMP,hifld_prisons,FEDERAL,NA,54,54047,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,101 FEDERAL DRIVE,WELCH,Mcdowell,37.47598397055152,-81.555315765557
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FCI MORGANTOWN,hifld_prisons,FEDERAL,NA,54,54061,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,446 GREENBAG ROAD,MORGANTOWN,Monongalia,39.601589660468434,-79.94913432905892
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,FPC ALDERSON,hifld_prisons,FEDERAL,NA,54,54089,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,GLEN RAY RD,ALDERSON,Summers,37.724233536157186,-80.66915283939387
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,USP HAZELTON,hifld_prisons,FEDERAL,NA,54,54077,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1640 SKY VIEW DR.,BRUCETON MILLS,Preston,39.67295836230066,-79.49687703534967
hifld_prisons_federal,West Virginia,NA,West Virginia Division of Corrections and Rehabilitation,USP HAZELTON CAMP,hifld_prisons,FEDERAL,NA,54,54077,OPEN,doc_excluded_local_jail,source type indicates local/federal jail or non-DOC facility,1640 SKY VIEW DR.,BRUCETON MILLS,Preston,39.67388098945591,-79.5032025935047
