saved_path,file_hash,url,retrieved_at,state,agency,original_filename,note
agreements/agreements_20260626_025229/ARKANSAS/Harrison_Police_Department/HarrisonPDAR_TFM_MOA_05312026.pdf,c714b385afb5495ae626dcc5a27f5bd727d7e89b168fc07e9c2a08469a39b143,,2026-06-26T02:52:29Z,ARKANSAS,Harrison Police Department,HarrisonPDAR_TFM_MOA_05312026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/ARKANSAS/Hughes_Police_Department/HughesPoliceDeptAR_TFM_MOA_05282026.pdf,332b6fd028ebc9f16754d7c24b1fe5bce6a0f56eef0a57c46e9d9e5e13c82e92,,2026-06-26T02:52:29Z,ARKANSAS,Hughes Police Department,HughesPoliceDeptAR_TFM_MOA_05282026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/ARKANSAS/Taylor_Police_Department/TaylorPDAR_TFM_MOA_05312026.pdf,3ecfc746054e317aa6db241f6f63e11269db7519d82ffacbd673f5442911ed1e,,2026-06-26T02:52:29Z,ARKANSAS,Taylor Police Department,TaylorPDAR_TFM_MOA_05312026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/FLORIDA/Polk_County_Sheriff's_Office/PolkCoSheriffsOfficeFL_JEM_MOA_06092026.pdf,22f2ca9235a6b04d58c2a5e95f9de1ee53dd9010d6a155a2c9614dc6549591c7,,2026-06-26T02:52:29Z,FLORIDA,Polk County Sheriff's Office,PolkCoSheriffsOfficeFL_JEM_MOA_06092026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/GEORGIA/Brooks_County_Sheriff's_Department/BrooksCoSDGA_TFM_MOA_06032026.pdf,6002f682f180c6fcd1ef25b556ba111b2cf7f1b3169206be4a74056f4f4d1e6c,,2026-06-26T02:52:29Z,GEORGIA,Brooks County Sheriff's Department,BrooksCoSDGA_TFM_MOA_06032026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/GEORGIA/Brooks_County_Sheriff's_Department/BrooksCoSheriffsDeptGA_JEM_MOA_06032026.pdf,b94911efa30ba5047ace9453f9e830192e207d76be64e31573da286193a068b0,,2026-06-26T02:52:29Z,GEORGIA,Brooks County Sheriff's Department,BrooksCoSheriffsDeptGA_JEM_MOA_06032026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/GEORGIA/Cleveland_Police_Department/ClevelandPDGA_TFM_MOA_05312026.pdf,841b8c632e0ddd050092c913d20fd5b3a259415ec8f2376990809221f130278e,,2026-06-26T02:52:29Z,GEORGIA,Cleveland Police Department,ClevelandPDGA_TFM_MOA_05312026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/GEORGIA/Stewart_County_Sheriff's_Department_/StewartCoSDGA_TFM_MOA_06022026.pdf,beed8fa037f5305943af5bb890345b402cf4d6da5eb216c32f77fb9cf29a1b07,,2026-06-26T02:52:29Z,GEORGIA,Stewart County Sheriff's Department ,StewartCoSDGA_TFM_MOA_06022026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/INDIANA/Cloverdale_Police_Department/CloverdalePoliceDeptIN_TFM_MOA_06122026.pdf,8fe17f627be8df84fdc666c4b148167d19708abdbd9489a8629759dab9301899,,2026-06-26T02:52:29Z,INDIANA,Cloverdale Police Department,CloverdalePoliceDeptIN_TFM_MOA_06122026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/LOUISIANA/Calcasieu_Parish_Sheriff's_Office/CalcasieuParishSheriffsOfficeLA_JEM_MOA_06072026.pdf,abd87e0ae7cceac125b3a3b8fe50a0a6c433d325b2582b0db138c3bbdde90624,,2026-06-26T02:52:29Z,LOUISIANA,Calcasieu Parish Sheriff's Office,CalcasieuParishSheriffsOfficeLA_JEM_MOA_06072026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/NEW_HAMPSHIRE/Hillsboro_Police_Department/HillsboroPDNH_TFM_MOA_05312026.pdf,6ba5e3bc7b99c3110b66b60e65d3ac6c8f666c4d6cc5e0a65a756eac7f451251,,2026-06-26T02:52:29Z,NEW_HAMPSHIRE,Hillsboro Police Department,HillsboroPDNH_TFM_MOA_05312026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/OKLAHOMA_/Cherokee_Police_Department/CherokeePoliceDeptOK_TFM_MOA_05212026.pdf,6f0fce9e2bc2c3415f86d39fcc3589b986de9d8685b386870257c05f3ad39ef3,,2026-06-26T02:52:29Z,OKLAHOMA_,Cherokee Police Department,CherokeePoliceDeptOK_TFM_MOA_05212026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
agreements/agreements_20260626_025229/OKLAHOMA_/Colcord_Police_Department/ColcordPoliceDeptOK_TFM_MOA_05212026.pdf,91dbc8398b12a4e188b826b86a515e541f32d89e0ed0b45127e1dbcd18e58979,,2026-06-26T02:52:29Z,OKLAHOMA_,Colcord Police Department,ColcordPoliceDeptOK_TFM_MOA_05212026.pdf,manifest reconstructed after the fact; this scraper run predates download logging
