staged_file,source_file,source_url,snapshot_ts,sha256
sheets/sheets_wayback_20260814/participatingAgencies_20250222_5e79be058d3e.xlsx,excels/5e79be058d3e5907e64ba2b2ef55d18e7b37bb627f60b57aeef3cea58d7169bf.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies.xlsx,20250222170855,5e79be058d3e5907e64ba2b2ef55d18e7b37bb627f60b57aeef3cea58d7169bf
sheets/sheets_wayback_20260814/participatingAgencies_20250227_3c2b72f8112b.xlsx,excels/3c2b72f8112bdd75edc350792d109abaf9863d4f22d3f24dc174a97ffbd70cbe.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies.xlsx,20250227104329,3c2b72f8112bdd75edc350792d109abaf9863d4f22d3f24dc174a97ffbd70cbe
sheets/sheets_wayback_20260814/participatingAgencies01072026am_7516bee78dd7.xlsx,excels/7516bee78dd74abeb7a5923e0daa120363513fe55a1fe656124e6587fd8176d0.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies01072026am.xlsx,20260108040456,7516bee78dd74abeb7a5923e0daa120363513fe55a1fe656124e6587fd8176d0
sheets/sheets_wayback_20260814/participatingAgencies01122026am_9972b76bb962.xlsx,excels/9972b76bb962a445d58b56d91d65f25a5717fe6ee163a65fc1bacd188c97114e.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies01122026am.xlsx,20260113062646,9972b76bb962a445d58b56d91d65f25a5717fe6ee163a65fc1bacd188c97114e
sheets/sheets_wayback_20260814/participatingAgencies01162026am_5a3766937654.xlsx,excels/5a376693765417d024119f4c0fc86b93897ca2692ef5b1b71627dbbb36b4140e.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies01162026am.xlsx,20260117023451,5a376693765417d024119f4c0fc86b93897ca2692ef5b1b71627dbbb36b4140e
sheets/sheets_wayback_20260814/participatingAgencies01222026am_88ed5429dc18.xlsx,excels/88ed5429dc18f0d18fc81b166f33b5ee077943524ab8de723f9edaa1b827ac4b.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies01222026am.xlsx,20260122212224,88ed5429dc18f0d18fc81b166f33b5ee077943524ab8de723f9edaa1b827ac4b
sheets/sheets_wayback_20260814/participatingAgencies01232026am_56b2004c1de8.xlsx,excels/56b2004c1de8407353a644ab65361780785f071d3f5278c0cd04bcee51c11943.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies01232026am.xlsx,20260123224102,56b2004c1de8407353a644ab65361780785f071d3f5278c0cd04bcee51c11943
sheets/sheets_wayback_20260814/participatingAgencies01282026pm_fc60e446fe79.xlsx,excels/fc60e446fe797f67b456fc711999554955a4c54fa8693f25e66bbfb22f1ec897.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies01282026pm.xlsx,20260129090157,fc60e446fe797f67b456fc711999554955a4c54fa8693f25e66bbfb22f1ec897
sheets/sheets_wayback_20260814/participatingAgencies01292026pm_e52a47c8b175.xlsx,excels/e52a47c8b175395bc19424dab57828c2548dc3bb2f913fbada499e17bf60d09d.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies01292026pm.xlsx,20260130123231,e52a47c8b175395bc19424dab57828c2548dc3bb2f913fbada499e17bf60d09d
sheets/sheets_wayback_20260814/participatingAgencies02022026am_f16cb7073199.xlsx,excels/f16cb70731995841e3ea973e97c46b917f815417ed42f70c867859630cdd6bb9.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02022026am.xlsx,20260203012345,f16cb70731995841e3ea973e97c46b917f815417ed42f70c867859630cdd6bb9
sheets/sheets_wayback_20260814/participatingAgencies02042026am_0a558bb17d09.xlsx,excels/0a558bb17d0931d651b53efa47f5dddd666814b8c9e62d954a2aa861eed2a408.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02042026am.xlsx,20260205132654,0a558bb17d0931d651b53efa47f5dddd666814b8c9e62d954a2aa861eed2a408
sheets/sheets_wayback_20260814/participatingAgencies02062026pm_79db5f34b81b.xlsx,excels/79db5f34b81b55bde983f9cb6c949bc22c6deacd1fbeb6ac24fb74ea19cd4752.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02062026pm.xlsx,20260207182428,79db5f34b81b55bde983f9cb6c949bc22c6deacd1fbeb6ac24fb74ea19cd4752
sheets/sheets_wayback_20260814/participatingAgencies02092026am_2cb590fa8bba.xlsx,excels/2cb590fa8bba452213cd4d7953ae63017718b66665c5264de476c39139dc4d5d.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02092026am.xlsx,20260209213703,2cb590fa8bba452213cd4d7953ae63017718b66665c5264de476c39139dc4d5d
sheets/sheets_wayback_20260814/participatingAgencies02102026am_e62908ddf1a9.xlsx,excels/e62908ddf1a91fcde9118e475ac9c2115428ccaa800377c9f22d9adcc7b42c3f.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02102026am.xlsx,20260211230646,e62908ddf1a91fcde9118e475ac9c2115428ccaa800377c9f22d9adcc7b42c3f
sheets/sheets_wayback_20260814/participatingAgencies02132026am_b518d8f73f77.xlsx,excels/b518d8f73f77a4add257e8ffe2adfc9e8abe8d301bef4da62f201f5473c98010.xlsx,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies02132026am.xlsx,20260214131804,b518d8f73f77a4add257e8ffe2adfc9e8abe8d301bef4da62f201f5473c98010
