staged_file,source_file,agreement_url,url_stem,sha256,fetch_url,final_url,source_column,source_snapshot_ts
merge_ready/agreements/287gJEM_FL_DOC_FL_08_21_2020_20210116_27dec8c53fec.pdf,pdfs/287gJEM_FL_DOC_FL_08_21_2020_20210116_27dec8c53fec.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_FL_DOC_FL_08-21-2020.pdf,287gJEM_FL_DOC_FL_08-21-2020,27dec8c53fec905179dc2f488383a350b930494ee5063377482b130ff467cf64,,,,
merge_ready/agreements/287gWSO_RockinghamCoNc2019_12_31_20210116_d848c897a94f.pdf,pdfs/287gWSO_RockinghamCoNc2019_12_31_20210116_d848c897a94f.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_RockinghamCoNc2019-12-31.pdf,287gWSO_RockinghamCoNc2019-12-31,d848c897a94f92813abed45667da550b7f3bb86f2e4cda4423a0ef5ee6afdbaf,,,,
merge_ready/agreements/287gWSO_ClevelandCoNc2020_01_16_20210116_13f1865afc87.pdf,pdfs/287gWSO_ClevelandCoNc2020_01_16_20210116_13f1865afc87.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_ClevelandCoNc2020-01-16.pdf,287gWSO_ClevelandCoNc2020-01-16,13f1865afc876cbb08b6187f1d4ee11bd64315e8574031eee14f48e03d0075f3,,,,
merge_ready/agreements/287gWSO_NashCoNC2020_01_29_20210116_52860df6ee31.pdf,pdfs/287gWSO_NashCoNC2020_01_29_20210116_52860df6ee31.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_NashCoNC2020-01-29.pdf,287gWSO_NashCoNC2020-01-29,52860df6ee31fd3cdde18c230ec136951600443022a6f99680f75f0eafde5096,,,,
merge_ready/agreements/287gJEM_CabarrusCoNC2020_03_11_20200327_bbb78e95828f.pdf,pdfs/287gJEM_CabarrusCoNC2020_03_11_20200327_bbb78e95828f.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_CabarrusCoNC2020-03-11.pdf,287gJEM_CabarrusCoNC2020-03-11,bbb78e95828f95af8687ee47dd9f7d93da32f7b184175fa963c4ddcb60a8e7aa,,,,
merge_ready/agreements/287gJEM_CabarrusCoNC2020_03_11_20200619_87028c9aa76b.pdf,pdfs/287gJEM_CabarrusCoNC2020_03_11_20200619_87028c9aa76b.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_CabarrusCoNC2020-03-11.pdf,287gJEM_CabarrusCoNC2020-03-11,87028c9aa76b25b0bfd92cee53983664d4ccba19066d2535cba3d1fe332966f6,,,,
merge_ready/agreements/287gWSO_AlbermarleDistrictJailNC_03_19_2020_20210116_b74fe73de199.pdf,pdfs/287gWSO_AlbermarleDistrictJailNC_03_19_2020_20210116_b74fe73de199.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_AlbermarleDistrictJailNC_03-19-2020.pdf,287gWSO_AlbermarleDistrictJailNC_03-19-2020,b74fe73de1997ec5c1a865608050ec67ea23718e491cdcbb4e6fb8a6ec213508,,,,
merge_ready/agreements/287gWSO_CaldwellCoNC_03_19_2020_20210116_aaf86d156a2d.pdf,pdfs/287gWSO_CaldwellCoNC_03_19_2020_20210116_aaf86d156a2d.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_CaldwellCoNC_03-19-2020.pdf,287gWSO_CaldwellCoNC_03-19-2020,aaf86d156a2d44c185095712dd208d7856914d4443297b04652545599c509108,,,,
merge_ready/agreements/287gWSO_AlamanceCoNC_05_21_2020_20210116_c74477b640d0.pdf,pdfs/287gWSO_AlamanceCoNC_05_21_2020_20210116_c74477b640d0.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_AlamanceCoNC_05-21-2020.pdf,287gWSO_AlamanceCoNC_05-21-2020,c74477b640d02e68776b6382eae7ae01bdbc6c7eb617cade64f52e77e0bb53bb,,,,
merge_ready/agreements/287gWSO_RandolphCoNC_05_21_2020_20210116_f2f68460711b.pdf,pdfs/287gWSO_RandolphCoNC_05_21_2020_20210116_f2f68460711b.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_RandolphCoNC_05-21-2020.pdf,287gWSO_RandolphCoNC_05-21-2020,f2f68460711b981c01799d0df8c1152d2db5d902ff513b084478fc1761b33ce2,,,,
merge_ready/agreements/287gWSO_LincolnCoNC2020_06_05_20210116_723d02552974.pdf,pdfs/287gWSO_LincolnCoNC2020_06_05_20210116_723d02552974.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_LincolnCoNC2020-06-05.pdf,287gWSO_LincolnCoNC2020-06-05,723d025529745002d3ab2ec381607a0285fd395753e38a2b303759e5ed2141c7,,,,
merge_ready/agreements/287gJEM_GastonCoNC2020_06_09_20200619_ed7cff9e8309.pdf,pdfs/287gJEM_GastonCoNC2020_06_09_20200619_ed7cff9e8309.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_GastonCoNC2020-06-09.pdf,287gJEM_GastonCoNC2020-06-09,ed7cff9e830972939f1b4a3ebb1761b64acc9fac09404626af5493319bd49320,,,,
merge_ready/agreements/287gJEM_GastonCoNC2020_06_09_20200921_2fc020784ac9.pdf,pdfs/287gJEM_GastonCoNC2020_06_09_20200921_2fc020784ac9.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_GastonCoNC2020-06-09.pdf,287gJEM_GastonCoNC2020-06-09,2fc020784ac95aa20ef1f469ba258d27710864c7112c229977a1c066f209103b,,,,
merge_ready/agreements/287gJEM_HendersonCoNC2020_06_09_20210116_e12b1a4f1b09.pdf,pdfs/287gJEM_HendersonCoNC2020_06_09_20210116_e12b1a4f1b09.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_HendersonCoNC2020-06-09.pdf,287gJEM_HendersonCoNC2020-06-09,e12b1a4f1b09b26d0955762edd675c600006a6efdd907374a1020fcd41a1963c,,,,
merge_ready/agreements/287gWSO_DuplinCoNC_06_25_2020_20210116_1533d2bb5536.pdf,pdfs/287gWSO_DuplinCoNC_06_25_2020_20210116_1533d2bb5536.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_DuplinCoNC_06-25-2020.pdf,287gWSO_DuplinCoNC_06-25-2020,1533d2bb55365f27bf7b2a4e1dbae8833caf55868e667539d84bc297891d82d6,,,,
merge_ready/agreements/287gWSO_YanceyNc2020_07_20_20210116_b7c8a183aace.pdf,pdfs/287gWSO_YanceyNc2020_07_20_20210116_b7c8a183aace.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_YanceyNc2020-07-20.pdf,287gWSO_YanceyNc2020-07-20,b7c8a183aace8225aa203f2690e3a38e9366f99a0d424a7eb52daf91291aa35c,,,,
merge_ready/agreements/287gWSO_AveryCoNC_07_23_2020_20210116_78a1da560d7e.pdf,pdfs/287gWSO_AveryCoNC_07_23_2020_20210116_78a1da560d7e.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_AveryCoNC_07-23-2020.pdf,287gWSO_AveryCoNC_07-23-2020,78a1da560d7e1e2c8e95571ce054b4a64fef9344ec33db61a7301163b94ba2bd,,,,
merge_ready/agreements/287gWSO_BrunswickCoNC_07_23_2020_20210116_60377302edfd.pdf,pdfs/287gWSO_BrunswickCoNC_07_23_2020_20210116_60377302edfd.pdf,https://www.ice.gov/doclib/287gMOA/287gWSO_BrunswickCoNC_07-23-2020.pdf,287gWSO_BrunswickCoNC_07-23-2020,60377302edfd21a67ea53c32f96e17560335af07b3dd98154a8d4c591b5e0ee8,,,,
merge_ready/agreements/287gJEM_CanadianCoOK2020_03_13_20210116_5799b0111f37.pdf,pdfs/287gJEM_CanadianCoOK2020_03_13_20210116_5799b0111f37.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_CanadianCoOK2020-03-13.pdf,287gJEM_CanadianCoOK2020-03-13,5799b0111f37cfb8fd8a10ca252120e8b5aebd9af1f181b3399b087f3d513ec1,,,,
merge_ready/agreements/287gJEM_TulsaCoOK_06_08_2020_20210116_94c983bbfbb9.pdf,pdfs/287gJEM_TulsaCoOK_06_08_2020_20210116_94c983bbfbb9.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_TulsaCoOK_06-08-2020.pdf,287gJEM_TulsaCoOK_06-08-2020,94c983bbfbb9379cb07f11d583bcd004c8849326c7ffc61127fa94bfb95c5b18,,,,
merge_ready/agreements/287gJEM_OkmulgeeCoOK_06_09_2020_20210116_fcf396b1cd6d.pdf,pdfs/287gJEM_OkmulgeeCoOK_06_09_2020_20210116_fcf396b1cd6d.pdf,https://www.ice.gov/doclib/287gMOA/287gJEM_OkmulgeeCoOK_06-09-2020.pdf,287gJEM_OkmulgeeCoOK_06-09-2020,fcf396b1cd6dd95237d8fef615180ee6f8ff5c9139c9126f38269d35195a7058,,,,
