review_reasons,state,county,agency,facility_guess,facility_name,source,match_type,match_score,facility_address,facility_city,facility_county,facility_latitude,facility_longitude
low_confidence_fuzzy,Florida,Dixie County,Dixie County Sheriff's Office,Dixie County Jail,DIXIE COUNTY SHERIFFS OFFICE,hifld,fuzzy_county_facility,0.8256410256410256,"214 STATE HIGHWAY 351 NORTHEAST, SUITE L",CROSS CITY,NA,29.6366257,-83.1229411
low_confidence_fuzzy,Texas,Bowie County,Bowie County Sheriff's Office,Bowie County Jail,BOWIE COUNTY SHERIFFS OFFICE,hifld,fuzzy_county_facility,0.8256410256410256,100 NORTH STATE LINE AVENUE,TEXARKANA,NA,33.420751476,-94.043610368
low_confidence_fuzzy,North Carolina,Onslow County,Onslow County Sheriff's Office,Onslow County Jail,ONSLOW COUNTY SHERIFFS OFFICE / ONSLOW COUNTY JAIL,hifld,fuzzy_county_facility,0.8266666666666667,701 MILL AVENUE,JACKSONVILLE,NA,34.751712288,-77.4313309
low_confidence_fuzzy,Missouri,Morgan County,Morgan County Sheriff's Office,Morgan County Jail,MORGAN COUNTY ADULT DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.827008547008547,211 EAST NEWTON STREET,VERSAILLES,NA,38.43216115163877,-92.83977440200503
low_confidence_fuzzy,New York,Broome County,Broome County Sheriff's Office,Broome County Jail,BROOME COUNTY CORRECTIONAL FACILITY,hifld_prisons,fuzzy_county_facility,0.827008547008547,155 LT. VANWINKLE DRIVE,BINGHAMTON,NA,42.13146982032466,-75.91679172832565
low_confidence_fuzzy,Minnesota,Freeborn County,Freeborn County Sheriff's Office,Freeborn County Jail,FREEBORN COUNTY DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.8282608695652174,411 BROADWAY S,ALBERT LEA,NA,43.645955201221824,-93.36808864164249
low_confidence_fuzzy,Wyoming,Campbell County,Campbell County Sheriff's Office,Campbell County Jail,CAMPBELL COUNTY DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.8282608695652174,600 W BOXELDER RD,GILLETTE,NA,44.27752430650721,-105.51264065195932
low_confidence_fuzzy,Ohio,Butler County,Butler County Sheriff's Office,Butler County Jail,BUTLER COUNTY CORRECTIONAL COMPLEX,hifld_prisons,fuzzy_county_facility,0.8297777777777777,705 HANOVER ST,HAMILTON,NA,39.38804685758295,-84.55597089255053
low_confidence_fuzzy,Texas,Grayson County,Grayson County Sheriff's Office,Grayson County Jail,GRAYSON COUNTY COLLEGE CAMPUS POLICE,hifld,fuzzy_county_facility,0.8314141414141414,6101 GRAYSON DRIVE,DENISON,NA,33.7061864,-96.6341052
low_confidence_fuzzy,Missouri,Dekalb County,Dekalb County Sheriff's Office,Dekalb County Jail,DEKALB COUNTY SHERIFFS DEPARTMENT / DEKALB COUNTY JAIL,hifld,fuzzy_county_facility,0.8327777777777777,109 WEST MAIN STREET,MAYSVILLE,NA,39.889951384,-94.359861977
low_confidence_fuzzy,Montana,Flathead County,Flathead County Sheriff's Office,Flathead County Jail,FLATHEAD COUNTY SHERIFFS DEPARTMENT / FLATHEAD COUNTY JAIL,hifld,fuzzy_county_facility,0.8346320346320346,920 SOUTH MAIN STREET,KALISPELL,NA,48.1895072,-114.3108767
low_confidence_fuzzy,New Mexico,Curry County,Curry County Sheriff's Office,Curry County Jail,CURRY COUNTY JUVENILE DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.8349206349206348,700 N MAIN ST,CLOVIS,NA,34.40510457842076,-103.20594975900256
low_confidence_fuzzy,Texas,Bexar County,Bexar County Sheriff's Office,Bexar County Jail,BEXAR COUNTY JUVENILE DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.8349206349206348,600 MISSION RD,SAN ANTONIO,NA,29.393353879082255,-98.49070477809803
low_confidence_fuzzy,Georgia,Camden County,Camden County Sheriff's Office,Camden County Jail,CAMDEN COUNTY DETENTION FACILITY,hifld_prisons,fuzzy_county_facility,0.8360386473429952,209 EAST 4TH STREET,WOODBINE,NA,30.967167657668952,-81.72134431331526
low_confidence_fuzzy,Florida,Hernando County,Hernando County Sheriff's Office,Hernando County Jail,HERNANDO CORRECTIONAL INSTITUTION,hifld_prisons,fuzzy_county_facility,0.8361192570869991,16415 SPRING HILL DR,BROOKSVILLE,NA,28.483022010923293,-82.45443373433827
low_confidence_fuzzy,Florida,Citrus County,Citrus County Sheriff's Office,Citrus County Jail,CITRUS COUNTY CIVIL AIR PATROL,hifld,fuzzy_county_facility,0.8366666666666667,3450 SOUTH AIRPORT ROAD,INVERNESS,NA,28.8097487,-82.31447
low_confidence_fuzzy,Arkansas,Greene County,Greene County Sheriff's Office,Greene County Jail,GREENE COUNTY SHERIFFS OFFICE,hifld,fuzzy_county_facility,0.8400000000000001,1809 NORTH ROCKINGCHAIR ROAD,PARAGOULD,NA,36.079915749,-90.54595407
low_confidence_fuzzy,Arkansas,Saline County,Saline County Sheriff's Office,Saline County Jail,SALINE COUNTY SHERIFFS OFFICE,hifld,fuzzy_county_facility,0.8400000000000001,735 S NEELEY ST,BENTON,NA,34.556135,-92.578768
low_confidence_fuzzy,Florida,Hardee County,Hardee County Sheriff's Office,Hardee County Jail,HARDEE WORK CAMP,hifld_prisons,fuzzy_county_facility,0.8400000000000001,6899 STATE ROAD 62,BOWLING GREEN,NA,27.59369354171553,-82.00687499057882
low_confidence_fuzzy,Florida,Sumter County,Sumter County Sheriff's Office,Sumter County Jail,SUMTER COUNTY SHERIFF'S OFFICE,hifld,fuzzy_county_facility,0.8400000000000001,225 EAST MCCOLLUM AVENUE,BUSHNELL,NA,28.663704673,-82.109943304
low_confidence_fuzzy,Missouri,Carter County,Carter County Sheriff's Office,Carter County Jail,CARTER COUNTY SHERIFFS DEPARTMENT,hifld,fuzzy_county_facility,0.8400000000000001,15 SYCAMORE STREET,VAN BUREN,NA,36.995181865,-91.014278185
low_confidence_fuzzy,Texas,Brazos County,Brazos County Sheriff's Office,Brazos County Jail,BRAZOS COUNTY SHERIFFS OFFICE,hifld,fuzzy_county_facility,0.8400000000000001,1700 STATE HIGHWAY 21 WEST,BRYAN,NA,30.6763422,-96.393528
low_confidence_fuzzy,Texas,Collin County,Collin County Sheriff's Office,Collin County Jail,COLLIN COUNTY SHERIFFS OFFICE,hifld,fuzzy_county_facility,0.8400000000000001,4300 COMMUNITY AVENUE,MCKINNEY,NA,33.2439338,-96.6351383
low_confidence_fuzzy,Texas,Potter County,Potter County Sheriff's Office,Potter County Jail,POTTER COUNTY SHERIFFS OFFICE,hifld,fuzzy_county_facility,0.8400000000000001,608 SOUTH PIERCE STREET,AMARILLO,NA,35.2069284,-101.8336841
low_confidence_fuzzy,North Carolina,Brunswick County,Brunswick County Sheriff's Office,Brunswick County Jail,BRUNSWICK COMMUNITY COLLEGE CAMPUS POLICE,hifld,fuzzy_county_facility,0.8401985111662531,50 COLLEGE ROAD NORTHEAST,BOLIVIA,NA,34.0383837,-78.2295963
low_confidence_fuzzy,Florida,Monroe County,Monroe County Sheriff's Office,Monroe County Jail,MONROE JUVENILE DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.8420689655172413,5503 COLLEGE ROAD,KEY WEST,NA,24.57702202951692,-81.75079574888376
low_confidence_fuzzy,Georgia,Whitfield County,Whitfield County Sheriff's Office,Whitfield County Jail,WHITFIELD COUNTY SHERIFFS OFFICE / WHITFIELD COUNTY JAIL,hifld,fuzzy_county_facility,0.8425641025641026,805 PROFESSIONAL BOULEVARD,DALTON,NA,34.7937773,-84.9798359
low_confidence_fuzzy,North Carolina,Alamance County,Alamance County Sheriff's Office,Alamance County Jail,ALAMANCE COUNTY SHERIFFS DEPARTMENT / ALAMANCE COUNTY JAIL,hifld,fuzzy_county_facility,0.8437229437229437,109 SOUTH MAPLE STREET,GRAHAM,NA,36.068559059,-79.402835334
low_confidence_fuzzy,Tennessee,Mcminn County,McMinn County Sheriff's Office,Mcminn County Jail,MCMINN COUNTY JUSTICE CENTER,hifld_prisons,fuzzy_county_facility,0.8442105263157895,1319 S WHITE,ATHENS,NA,35.42193242363952,-84.58202854389404
low_confidence_fuzzy,North Carolina,Rockingham County,Rockingham County Sheriff's Office,Rockingham County Jail,ROCKINGHAM COUNTY DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.8451428571428572,130 JUSTICE CENTER DRIVE,REIDSVILLE,NA,36.38567047333827,-79.74788930509725
low_confidence_fuzzy,Wyoming,Hot Springs County,Hot Springs County Sheriff's Office,Hot Springs County Jail,HOT SPRINGS COUNTY DETENTION CENTER,hifld_prisons,fuzzy_county_facility,0.8451428571428572,417 ARAPAHOE ST,THERMOPOLIS,NA,43.6469234877653,-108.20937661931957
low_confidence_fuzzy,Wyoming,Sweetwater County,Sweetwater County Sheriff's Office,Sweetwater County Jail,SWEETWATER COUNTY DETENTION CENTER,hifld,fuzzy_county_facility,0.8451428571428572,50140 UNITED STATES HIGHWAY 191 SOUTH,ROCK SPRINGS,NA,41.5373787,-109.301024299
low_confidence_fuzzy,Florida,Volusia County,Volusia County Division of Corrections,Volusia County Division Of Corrections,VOLUSIA COUNTY SHERIFF - CIVIL DIVISION,hifld,fuzzy_county_facility,0.846994301994302,101 CANAL STREET,NEW SMYRNA BEACH,NA,29.0257628,-80.9213051
low_confidence_fuzzy,Oklahoma,Tulsa County,Tulsa County Sheriff's Office,Tulsa County Jail,TULSA TRANSITIONAL CENTER,hifld_prisons,fuzzy_county_facility,0.8473429951690821,302 W ARCHER ST,TULSA,NA,36.15540377390079,-95.99706087033141
low_confidence_fuzzy,Georgia,Gilmer County,Gilmer County Sheriff's Office,Gilmer County Jail,GILMER COUNTY SHERIFF,hifld,fuzzy_county_facility,0.8476923076923077,1 BROAD STREET,ELLIJAY,NA,34.695123232,-84.483314062
low_confidence_fuzzy,Georgia,Morgan County,Morgan County Sheriff's Office,Morgan County Jail,MORGAN COUNTY PUBLIC SAFETY COMPLEX,hifld_prisons,fuzzy_county_facility,0.8476923076923077,1380 MONTICELLO RD.,MADISON,NA,33.5678028657604,-83.4921546746061
low_confidence_fuzzy,North Carolina,Caldwell County,Caldwell County Sheriff's Office,Caldwell County Jail,CALDWELL CORRECTIONAL CENTER,hifld_prisons,fuzzy_county_facility,0.8497668997668997,480 PLEASANT HILL RD,LENOIR,NA,35.85543096540163,-81.52095000818578
state_level_fuzzy,Arizona,NA,Mesa Police Department,Mesa City Jail,MESA POLICE DEPARTMENT,hifld,fuzzy_state_facility,0.8999999999999999,130 NORTH ROBSON,MESA,NA,33.418396,-111.8373245
state_level_fuzzy,Virginia,Alleghany County,Alleghany County Sheriff's Office,Alleghany County Jail,ALLEGHANY REGIONAL JAIL,hifld_prisons,fuzzy_state_facility,0.9007326007326006,268 W MAIN ST,COVINGTON,NA,37.79276602295681,-79.99573079150215
state_level_fuzzy,Louisiana,Ouachita Parish,Ouachita Parish Sheriff's Office,Ouachita Parish Jail,OUACHITA PARISH SHERIFFS OFFICE,hifld,fuzzy_state_facility,0.903030303030303,"400 SAINT JOHN STREET, SUITE 301",MONROE,NA,32.498650935,-92.115694229
state_level_fuzzy,Louisiana,Calacasieu Parish,Calcasieu Parish Sheriff's Office,Calcasieu Parish Jail,CALCASIEU PARISH SHERIFFS DEPARTMENT,hifld,fuzzy_state_facility,0.9075514874141877,5400 EAST BROAD STREET,LAKE CHARLES,NA,30.2270933,-93.141241
state_level_fuzzy,Louisiana,Lafayette Parish,Lafayette Parish Sheriff's Office,Lafayette Parish Jail,LAFAYETTE PARISH SHERIFFS DEPARTMENT,hifld,fuzzy_state_facility,0.9075514874141877,316 WEST MAIN STREET,LAFAYETTE,NA,30.2231079,-92.0216074
state_level_fuzzy,Louisiana,Lafourche Parish,Lafourche Parish Sheriff's Office,Lafourche Parish Jail,LAFOURCHE PARISH SHERIFFS DEPARTMENT,hifld,fuzzy_state_facility,0.9075514874141877,200 CANAL BOULEVARD,THIBODAUX,NA,29.797976461,-90.818596307000007
state_level_fuzzy,Louisiana,Plaquemines Parish,Plaquemines Parish Sheriff's Office,Plaquemines Parish Jail,PLAQUEMINES PARISH SHERIFFS OFFICE,hifld,fuzzy_state_facility,0.9154285714285714,301 MAIN STREET,BELLE CHASSE,NA,29.8568444,-89.9835302
state_level_fuzzy,Louisiana,German Coast County,St. Charles Parish Sheriff's Office,St. Charles Parish Jail,SAINT CHARLES PARISH SHERIFFS DEPARTMENT,hifld,fuzzy_state_facility,0.9188811188811188,15045 RIVER ROAD,HAHNVILLE,NA,29.9637814,-90.4065549
state_level_fuzzy,Louisiana,Pointe Coupee Parish,Pointe Coupee Parish Sheriff's Office,Pointe Coupee Parish Jail,POINTE COUPEE PARISH SHERIFFS OFFICE,hifld,fuzzy_state_facility,0.9188811188811188,215 EAST MAIN STREET,NEW ROADS,NA,30.694088,-91.4326291
state_level_fuzzy,Louisiana,Chalmette Parish,St. Bernard Parish Sheriff's Office,St. Bernard Parish Jail,ST. BERNARD PARISH PRISON,hifld_prisons,fuzzy_state_facility,0.931060606060606,1900 PARIS RD,CHALMETTE,NA,29.935922209608105,-89.96749827989674
state_level_fuzzy,Michigan,Berrian County,Berrian County Sheriff's Office,Berrian County Jail,BERRIEN COUNTY JAIL,hifld_prisons,fuzzy_state_facility,0.9336363636363636,919 PORT ST,ST. JOSEPH,NA,42.109698618768824,-86.47625543151034
state_level_fuzzy,Arkansas,Pop County,Pope County Sheriff's Office,Pope County Jail,POPE COUNTY JAIL,hifld_prisons,fuzzy_state_facility,1,3 EMERGENCY LN,RUSSELLVILLE,NA,35.28007851932625,-93.10875291774472
state_level_fuzzy,Louisiana,Bossier Parish,Bossier Parish Sheriff's Office,Bossier Parish Jail,BOSSIER PARISH JAIL,hifld_prisons,fuzzy_state_facility,1,204 BURT BLVD,BENTON,NA,32.67998864411897,-93.74362840806222
state_level_fuzzy,Louisiana,Jefferson Parish,Kenner Police Department,Kenner City Jail,KENNER CITY JAIL,hifld_prisons,fuzzy_state_facility,1,500 VETERANS BLVD,KENNER,NA,30.006468765738305,-90.26417170384602
state_level_fuzzy,Louisiana,Tangipahoa Parish,Hammond Police Department,Hammond City Jail,HAMMOND CITY JAIL,hifld_prisons,fuzzy_state_facility,1,303 EAST THOMAS STREET,HAMMOND,NA,30.505122386410726,-90.45819290033688
