saved_path,file_hash,url,retrieved_at,state,agency,original_filename,note,etag,last_modified,capture_time
agreements/agreements_20260607_025243/TEXAS/San_Augustine_County_Sheriff's_Office/SanAugustineCoSheriffsOfficeTX_TFM_MOA_01262026.pdf,78937032d6399994b82cc9cc9617773c2cc8bf64008846a51fc5bd6c91db62e3,https://www.ice.gov/doclib/287gMOA/SanAugustineCoSheriffsOfficeTX_TFM_MOA_01262026.pdf,2026-09-12T20:52:47Z,TEXAS,San Augustine County Sheriff's Office,SanAugustineCoSheriffsOfficeTX_TFM_MOA_01262026.pdf,MOA; revalidated; bytes identical,"""aefb97b6dbc9bc6be865858fdcee1a0c:1770043656.106796""","Mon, 02 Feb 2026 14:47:36 GMT",
agreements/agreements_20260607_025243/PENNSYLVANIA/Raccoon_Township_Police_Department/RaccoonTownshipPoliceDeptPA_TFM_MOA_02252026.pdf,4aef0bf7eb3cc303547618b6a74bd06461ecbda0fbc542b1e68084c377df527f,https://www.ice.gov/doclib/287gMOA/RaccoonTownshipPoliceDeptPA_TFM_MOA_02252026.pdf,2026-09-12T20:52:47Z,PENNSYLVANIA,Raccoon Township Police Department,RaccoonTownshipPoliceDeptPA_TFM_MOA_02252026.pdf,MOA; revalidated; bytes identical,"""d4f52262838d726fb480b7b4528fd306:1773151940.154684""","Tue, 10 Mar 2026 14:12:20 GMT",
