saved_path,file_hash,url,retrieved_at,state,agency,original_filename,note,etag,last_modified,capture_time
sheets/sheets_20260914_231542/participatingAgencies09142026.xlsx,035106aafb179f0f4f9cb097b8ad6f6dcc9f7edc32cb64242a8e9715f62b972c,https://www.ice.gov/doclib/about/offices/ero/287g/participatingAgencies09142026.xlsx,2026-09-15T06:15:42Z,,,participatingAgencies09142026.xlsx,participating,"""79b1ccecc8866b4e743936f40f221bb0:1789394447.932603""","Mon, 14 Sep 2026 14:00:47 GMT",
