"state","agency","jurisdiction_level","county_fips","county_name","first_signed_best","first_signed_source","latest_signed","signing_dates","models","active_from","active_to","terminated","n_rosters","in_ice_roster","in_kostandini","in_yale_2008","n_sources","confidence","moa_files","moa_pdf_present","moa_archived_url"
"ARIZONA","Yavapai County Sheriff's Office","local","4025","Yavapai County, AZ",2008-03-10,"Kostandini Table A1",2016-06-08,"2008-03-10; 2013-08-15; 2016-06-08","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287gyavapaicityso.pdf; r_287gyavapaicityso101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gyavapaicityso.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gyavapaicityso101509.pdf"
"ARKANSAS","Benton County Sheriff's Office","local","5007","Benton County, AR",2007-09-26,"Kostandini Table A1",2016-06-13,"2007-09-26; 2013-06-28; 2016-06-13","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287gbenton100809.pdf; r_287gbentoncounty.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gbenton100809.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gbentoncounty.pdf"
"ARKANSAS","City of Springdale Police Department","local","5143","Washington County, AR",2007-09-26,"Kostandini Table A1",2007-09-26,"2007-09-26","Task Force",2010-10-29,2012-10-16,TRUE,9,TRUE,TRUE,FALSE,2,"high","r_287gspringdalepd101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gspringdalepd101509.pdf"
"ARKANSAS","Rogers Police Department","local","5007","Benton County, AR",2007-09-25,"Kostandini Table A1",2007-09-25,"2007-09-25","Task Force",2010-10-29,2012-10-16,TRUE,9,TRUE,TRUE,FALSE,2,"high","r_287grogerspd101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287grogerspd101509.pdf"
"ARKANSAS","Washington County Sheriff's Office","local","49053; 5143","Washington County, UT; Washington County, AR",2007-09-26,"Kostandini Table A1",2016-06-23,"2007-09-26; 2008-09-22; 2013-07-03; 2016-06-23","Jail Enforcement",2010-10-29,2017-08-01,FALSE,42,TRUE,TRUE,FALSE,2,"high","r_287gwashingtoncountysout101509.pdf; r_287gwashingtonso.pdf; r_287gwashingtonso100909.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gwashingtoncountysout101509.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gwashingtonso.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gwashingtonso100909.pdf"
"CALIFORNIA","Los Angeles County Sheriff's Office","local","6037","Los Angeles County, CA",2005-02-01,"Kostandini Table A1",2014-10-07,"2005-02-01; 2010-10-12; 2014-10-07","Jail Enforcement",2010-10-29,2015-03-31,TRUE,18,TRUE,TRUE,FALSE,2,"high","r_287glosangelescountysd.pdf; r_287losangelescountysheriffsoffice101012.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287glosangelescountysd.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287losangelescountysheriffsoffice101012.pdf"
"CALIFORNIA","Orange County Sheriff's Office","local","6059","Orange County, CA",2006-11-02,"Kostandini Table A1",2016-06-23,"2006-11-02; 2014-03-11; 2016-06-23","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287-proactive-orange_county_sheriffs_dept-moa-signed.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287-proactive-orange_county_sheriffs_dept-moa-signed.pdf"
"CALIFORNIA","Riverside County Sheriff's Office","local","6065","Riverside County, CA",2006-04-28,"Kostandini Table A1",2006-04-28,"2006-04-28","Jail Enforcement",2010-10-29,2012-12-31,TRUE,11,TRUE,TRUE,FALSE,2,"high","r_287griversidecountysheriffsdept.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287griversidecountysheriffsdept.pdf"
"CALIFORNIA","San Bernardino County Sheriff's Office","local","6071","San Bernardino County, CA",2005-11-19,"Kostandini Table A1",2005-11-19,"2005-11-19","Jail Enforcement",2010-10-29,2012-12-31,TRUE,11,TRUE,TRUE,FALSE,2,"high","r_287gsanbernardinocounty.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gsanbernardinocounty.pdf"
"CALIFORNIA","San Bernardino County Sheriff's Office Addendum",,,,2013-10-11,"ICE roster (earliest observed)",2013-10-11,"2013-10-11","Jail Enforcement",2013-08-07,2013-08-07,TRUE,1,TRUE,FALSE,FALSE,1,"medium","r_287gsanbernardinocountysd-addendum.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gsanbernardinocountysd-addendum.pdf"
"COLORADO","Colorado Department of Public Safety","statewide",,,2007-03-29,"Kostandini Table A1",2007-03-29,"2007-03-29","Task Force",2010-10-29,2012-10-16,TRUE,9,TRUE,TRUE,TRUE,3,"high","r_287gcoloradodeptofpublicsafety101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gcoloradodeptofpublicsafety101509.pdf"
"COLORADO","El Paso County Sheriff's Office","local","8041","El Paso County, CO",2007-05-17,"Kostandini Table A1",2013-07-09,"2007-05-17; 2013-07-09","Jail Enforcement",2010-10-29,2015-03-31,TRUE,18,TRUE,TRUE,FALSE,2,"high","r_287gelpasocounty.pdf; r_287gelpasocounty101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gelpasocounty.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gelpasocounty101509.pdf"
"CONNECTICUT","City of Danbury Police Department","local","9001","Fairfield County, CT",2009-10-15,"Kostandini Table A1",2009-10-15,"2009-10-15","Task Force",2010-10-29,2012-10-16,TRUE,9,TRUE,TRUE,FALSE,2,"high","r_287gdanbury101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gdanbury101509.pdf"
"DELAWARE**","Delaware Department of Corrections","statewide",,,2009-10-15,"Kostandini Table A1",2009-10-15,"2009-10-15","Jail Enforcement",2010-10-29,2012-10-02,TRUE,8,TRUE,TRUE,FALSE,2,"high","r_287gdelawaredeptofcorrection101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gdelawaredeptofcorrection101509.pdf"
"FLORIDA","Bay County Sheriff's Office","local","12005","Bay County, FL",2008-06-15,"Kostandini Table A1",2008-06-15,"2008-06-15","Task Force",2010-10-29,2012-10-16,TRUE,9,TRUE,TRUE,FALSE,2,"high","r_287gbaycounty101609.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gbaycounty101609.pdf"
"FLORIDA","Clay County Sheriff's Office","local","12019","Clay County, FL",2017-06-30,"ICE roster (earliest observed)",2017-06-30,"2017-06-30","Jail Enforcement",2017-08-01,2017-08-01,FALSE,1,TRUE,FALSE,FALSE,1,"medium","clay-fl-2017.pdf",FALSE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/clay-fl-2017.pdf"
"FLORIDA","Collier County Sheriff's Office","local","12021","Collier County, FL",2007-08-06,"Kostandini Table A1",2016-06-13,"2007-08-06; 2013-06-28; 2016-06-13","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287gcolliercounty.pdf; r_287gcolliercounty101609.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gcolliercounty.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gcolliercounty101609.pdf"
"FLORIDA","Florida Department of Law Enforcement","statewide",,,2002-07-02,"Kostandini Table A1",2002-07-02,"2002-07-02","Task Force",2010-10-29,2012-10-16,TRUE,9,TRUE,TRUE,FALSE,2,"high","r_287gfloridadeptoflawenforcement101609.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gfloridadeptoflawenforcement101609.pdf"
"FLORIDA","Jacksonville Sheriff's Office","local","12031","Duval County, FL",2008-07-08,"Kostandini Table A1",2016-06-30,"2008-07-08; 2013-06-28; 2016-06-30","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287gjacksonville.pdf; r_287gjacksonville111209.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gjacksonville.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gjacksonville111209.pdf"
"GEORGIA","Cobb County Sheriff's Office","local","13067","Cobb County, GA",2007-02-13,"Kostandini Table A1",2016-06-30,"2007-02-13; 2013-06-27; 2016-06-30","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287gcobbcounty.pdf; r_287gcobbcounty101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gcobbcounty.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gcobbcounty101509.pdf"
"GEORGIA","Georgia Department of Public Safety","statewide",,,2007-07-27,"Kostandini Table A1",2007-07-27,"2007-07-27","Task Force",2010-10-29,2012-10-16,TRUE,9,TRUE,TRUE,TRUE,3,"high","r_287ggeorgiadeptofpublicsafety102109.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287ggeorgiadeptofpublicsafety102109.pdf"
"GEORGIA","Gwinnett County Sheriff's Office","local","13135","Gwinnett County, GA",2009-10-15,"Kostandini Table A1",2016-06-30,"2009-10-15; 2013-06-28; 2016-06-30","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287ggwinnetcountyso.pdf; r_287ggwinnetcountyso101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287ggwinnetcountyso.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287ggwinnetcountyso101509.pdf"
"GEORGIA","Hall County Sheriff's Office","local","13139","Hall County, GA",2008-02-29,"Kostandini Table A1",2016-06-23,"2008-02-29; 2013-06-28; 2016-06-23","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287ghallcountyso.pdf; r_287ghallcountyso101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287ghallcountyso.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287ghallcountyso101509.pdf"
"GEORGIA","Whitfield County Sheriff's Office","local","13313","Whitfield County, GA",2008-02-04,"Kostandini Table A1",2016-06-08,"2008-02-04; 2013-06-27; 2016-06-08","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","r_287gwhitfieldso.pdf; r_287gwhitfieldso101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gwhitfieldso.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gwhitfieldso101509.pdf"
"LOUISIANA","East Baton Rouge Parish Sheriff<U+2019>s Office",,,,2017-05-03,"ICE roster (earliest observed)",2017-05-03,"2017-05-03","Jail Enforcement",2017-06-04,2017-08-01,FALSE,3,TRUE,FALSE,FALSE,1,"medium","287gBatonRougeLa2017-05-03.pdf",FALSE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/287gBatonRougeLa2017-05-03.pdf"
"MARYLAND","Anne Arundel County","local","24003","Anne Arundel County, MD",2017-06-19,"ICE roster (earliest observed)",2017-06-19,"2017-06-19","Jail Enforcement",2017-07-02,2017-08-01,FALSE,2,TRUE,FALSE,FALSE,1,"medium","AnneArundelCounty.pdf",FALSE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/AnneArundelCounty.pdf"
"MARYLAND","Frederick County Sheriff's Office","local","24021","Frederick County, MD",2008-02-06,"Kostandini Table A1",2016-08-03,"2008-02-06; 2013-06-28; 2016-08-03","Jail Enforcement",2010-10-29,2017-08-01,FALSE,33,TRUE,TRUE,FALSE,2,"high","Frederick_County_MOA_2016.pdf; r_287gfrederickcounty.pdf; r_287gfrederickcounty101509.pdf",TRUE,"https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/Frederick_County_MOA_2016.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gfrederickcounty.pdf; https://web.archive.org/web/2017id_/http://www.ice.gov/doclib/foia/memorandumsofAgreementUnderstanding/r_287gfrederickcounty101509.pdf"
